,question,label
0,What significance did Baghdad hold as a religious center during the Abbasid era?,rag
1,How did the movement of the patriarchate to a new capital impact its influence?,rag
2,What role did caliphal favor play in the church's activities under Islamic rule?,rag
3,How did a church maintain its missionary activity under a different religious authority?,rag
4,What theological contrast existed regarding the nature of Christ in the context of unity?,rag
5,How did the theological doctrine of two natures in one person influence religious practices?,rag
6,What factors contributed to a church's unparalleled missionary success in a diverse region?,rag
7,How did the shift in religious leadership affect interfaith relations in the Abbasid capital?,rag
8,What were the implications of religious tolerance on missionary work in Islamic territories?,rag
9,How did theological beliefs about Christ's nature impact missionary strategies?,rag
