,question,label
0,What administrative structure was used by Alexander's successors to organize the regions they controlled?,rag
1,Which regions were allocated to Ptolemy and Antigonus after Alexander's death?,rag
2,What was the significance of the allocation of regions to Alexander's generals?,rag
3,"Who was given control over Greater Phrygia, Lycia, and Pamphylia?",rag
4,What was the role of satrapies in the organization of Alexander's domains?,rag
5,"Which general was awarded Hellespontine Phrygia, Cappadocia, and Paphlagonia?",rag
6,How did the allocation of regions reflect the political and military structure of Alexander's empire?,rag
7,What was the historical context of the allocation of regions to Alexander's generals?,rag
8,Which regions were part of the territories controlled by Alexander's successors?,rag
9,How did the allocation of regions influence the cultural and political landscape of the ancient world?,rag
