,question,label
0,Who was Agrippa and what did he build in Berytus?,rag
1,What structures did Agrippa commission in Berytus?,rag
2,What was the purpose of the inaugural festival in Berytus?,rag
3,How many pairs of gladiators were featured at the inaugural festival?,rag
4,What entertainment elements were part of the inaugural festival?,rag
5,How did the gladiators interact with criminals during the festival?,rag
6,What was the significance of the number of gladiators at the festival?,rag
7,How did Agrippa's constructions reflect his wealth and influence?,rag
8,What role did public spectacles play in Agrippa's projects?,rag
9,How did the festival's events showcase Roman influence in Berytus?,rag
