,question,label
0,What social changes occurred among new converts to Islam during the Umayyad period?,rag
1,How did the migration of new converts to Islam affect rural and urban areas under the Umayyads?,rag
2,What was the role of mawali in the Arab army during the Umayyad period?,rag
3,How did the status of mawali evolve over time in Islamic society?,rag
4,What motivated new converts to Islam to move from rural areas to cities under the Umayyads?,rag
5,"How did the term ""mawali"" change in meaning from the Umayyad period onwards?",rag
6,What impact did the movement of new converts to cities have on agricultural production?,rag
7,How did joining the Arab army as mawali reflect social dynamics under the Umayyads?,rag
8,What were the consequences of new converts to Islam leaving their farms and villages?,rag
9,How did the Umayyad policy influence the social structure of their empire?,rag
