,question,label
0,Who suffered alongside Native Christians during this period?,rag
1,What groups experienced increased hostility due to religious differences?,rag
2,What was the primary cause of hostility between Syrian Christians and their Muslim neighbors?,rag
3,How did religious conflicts impact the relationships between these communities?,rag
4,What is the current state of the hostility between Syrian Christians and Muslims?,rag
5,Which religious groups were primarily involved in the conflicts described?,rag
6,What led to the tension between Syrian Christians and their Muslim neighbors?,rag
7,How has the hostility between these religious groups evolved over time?,rag
8,What were the consequences of the hostility for both Christian and Muslim communities?,rag
9,Why has the hostility between these groups persisted for so long?,rag
