,question,label
0,"What historical period is likely associated with the events mentioned, and which emperor is possibly involved?",rag
1,"What was Shapur's perceived destiny for his royal line, as indicated by the text?",rag
2,What geographical regions did Shapur aim to subjugate?,rag
3,What empire's restoration was Shapur attempting to achieve?,rag
4,How did Shapur's ambitions relate to the legacy of the Achaemenid Empire?,rag
5,What significance does the year 252 hold in the context of these events?,rag
6,Who was the short-lived Roman emperor mentioned in the text?,rag
7,What was the strategic importance of the regions near the Aegean and Propontis?,rag
8,How did Shapur's actions reflect the goals of his royal lineage?,rag
9,"What historical empire was Shapur trying to restore, and why was this significant?",rag
