question,label
"Tell me, what year did the Temple get rebuilt during Darius's rule?",rag
Who was the one who authorized the return of two groups of exiles during the Achaemenid Empire?,rag
Can you explain Nehemiah's role in the royal court before he led the exiles?,rag
Under which Persian king was the Temple rebuilding project finally completed?,rag
Who was the leader of the two groups of exiles that returned to their homeland?,rag
What was the primary source of funding for the rebuilding of the Temple?,rag
"What precedent did Cyrus set that Artaxerxes I later followed, and how did that impact the return of the exiles?",rag
"What was Nehemiah's age when he became a leader of the exiles, and how did that impact his approach?",rag
What was the possible status of Nehemiah in the royal court before he became governor of Judah?,rag
"What was the significance of the return of the exiles under Nehemiah and Ezra, and how did that shape the future of the Jewish people?",rag
