question,label
Tell me about the significant event that occurred in Palmyra during Tiberius' reign regarding customs duties.,rag
How did Palmyra manage to maintain its independence despite its interactions with Rome?,rag
What was Alexandros' role in Palmyra's relationship with Rome?,rag
In what year did Trajan officially incorporate Palmyra into a Roman province?,rag
What name did Hadrian grant to Palmyra during his visit in 130 AD?,rag
What was Palmyra's status after it was incorporated into the Roman Empire?,rag
How did Palmyra's dependent cities fare after its incorporation into the Roman Empire?,rag
"What does the name ""Hadriana Palmyra"" reveal about the city's relationship with Rome?",rag
"What was the outcome of Palmyra's interactions with Rome under Tiberius, Trajan, and Hadrian?",rag
What does the history of Palmyra reveal about its relationship with the Roman Empire?,rag
