question,label
Tell me about the regions south of Aleppo that the ruler conquered.,rag
Can you explain why the ruler distrusted the current rulers of the conquered states?,rag
What happened to the rulers and their families after they were deposed?,rag
Give me details on the outcome of the ruler's campaign in terms of territorial control.,rag
"Which major Mitannian stronghold remained unconquered west of the Euphrates, and what was its significance?",rag
I want to know about the significance of the region south to the frontiers of Damascus.,rag
"How did the ruler ensure control over the conquered territories, and what strategies did they use?",rag
"What was the result of the ruler's campaign in terms of political stability, and how did it impact the region?",rag
"What made the campaign considered spectacularly successful, and what were some of the key factors that contributed to its success?",rag
"What was left unsubdued after the ruler's campaign, and what were the implications for the region's future?",rag
