question,label
Tell me who declared himself the ruler of the conquered territories.,rag
Can you provide insights on the state of the Seleucid regime during this period?,rag
I want to know why Antiochus abandoned his Syrian expedition.,rag
Where did the opposing forces clash for battle?,rag
What's the significance of the battle at Apollonia?,rag
What did the Seleucid regime lose under Antiochus' leadership?,rag
How did Antiochus react to the loss of his eastern empire?,rag
Give me details on the location of Apollonia in relation to Babylonian territory.,rag
What was Antiochus' first major test of military abilities?,rag
Which river was near the battle site of Apollonia?,rag
