question,label
Tell me about the regions a historical leader aimed to expand into beyond Syria.,rag
Can you explain the conflict that arose from a leader's intervention in Syria?,rag
"What was the name of the conflict between two ancient rulers in Syria, and what did it involve?",rag
I want to know about the areas previously controlled by Lysimachus that another leader sought to conquer.,rag
"What was the outcome of the First Syrian War, and how did it shape the region's future?",rag
How did coastal cities in Asia Minor factor into an ancient ruler's expansion plans?,rag
"How did the First Syrian War impact the balance of power in the region, and what were the long-term effects?",rag
"What role did the First Syrian War play in shaping ancient history, and what were its lasting consequences?",rag
"What factors led to the conflict between two ancient rulers in Syria, and how did they resolve it?",rag
"What was the main consequence of the First Syrian War, and how did it affect the region's future?",rag
