question,label
Tell me about the significant event that occurred in Jerusalem during the return from Egypt.,rag
"Wow, could you tell me more about the number of people reportedly killed in Jerusalem during the attack?",rag
I want to know the duration of the attack on Jerusalem.,rag
What happened to the temple in Jerusalem after the attack?,rag
Who guided the plundering of the temple in Jerusalem?,rag
What was the outcome for the people of Jerusalem after the attack?,rag
How many people were sold into slavery during the attack on Jerusalem?,rag
What was established in Jerusalem and Judaea after the attack?,rag
What was Menelaos' role in the events following the attack on Jerusalem?,rag
Can you describe the condition of Jerusalem after the attack?,rag
