question,label
Can you tell me about the impact of the Church of the Holy Sepulchre on medieval European ecclesiastical architecture?,rag
"Wow, could you tell me more about the role of Crusader churches in spreading architectural styles across Europe?",rag
I want to know about the regions where round temple-type churches inspired by the Dome of the Rock were constructed.,rag
What do you think about the historical significance of converting Crusader churches into mosques in the Middle East?,rag
Can you provide some examples of former Crusader churches that are now mosques?,rag
"How would you describe the architectural influence of the Church of the Holy Sepulchre and the Dome of the Rock on buildings in England, France, Spain, and Germany?",rag
Tell me about the current state of the cathedral of Notre-Dame in Tyre and its historical importance.,rag
"Do you have any insights on how the Hospitallers contributed to church construction during the Crusader period, and what happened to these structures?",rag
Can you explain the factors that led to the conversion of churches like the cathedral of St. John in Beirut into mosques?,rag
I'm curious about how the examples of Sidon and Tyre illustrate the transformation of religious buildings during the Crusades.,rag
