question,label
Tell me about the consequences of Trajan's eastern campaigns on Rome's resources.,rag
"Wow, could you tell me more about the uprisings that occurred as a result of Trajan's eastern campaigns?",rag
Can you explain why Trajan had to turn back from his eastern campaigns?,rag
Do you have any insights on the security concerns that arose in other frontier regions of the empire during Trajan's campaigns?,rag
I want to know how the rebellion in Judaea impacted the Roman Empire during Trajan's reign.,rag
What were the main challenges faced by the Roman Empire under Trajan's rule?,rag
How did Trajan's military campaigns affect the stability of the Roman Empire?,rag
Give me details on the role frontier security played in Trajan's decision-making during his campaigns.,rag
I'm curious about the key factors that led to the end of Trajan's eastern campaigns.,rag
Can you expand on how the uprisings in recently captured territories affected the Roman Empire's resources?,rag
