question,label
Tell me about the Banu-Hamdan and their significance in the region they ruled.,rag
Can you tell me more about the tribe the Banu-Hamdan originated from and what made them notable?,rag
Who is the famous Umayyad poet associated with the Taghlib tribe?,rag
I want to know more about Hamdan ibn-Hamdiin's role in the late ninth century.,rag
What was the significance of the fortress Hamdan ibn-Hamdiin took possession of?,rag
How did the Banu-Hamdan expand their influence in Mesopotamia and Syria?,rag
What conflicts and reconciliations did the Banu-Hamdan have with the caliphs?,rag
What regions did the Banu-Hamdan's successors control after their expansion?,rag
How did the Banu-Hamdan's military campaigns impact their political power?,rag
What role did the Banu-Hamdan play in the transition of power after the Ikhshidids?,rag
