question,label
"Tell me about Mari's role in Shamshi-Addu's kingdom, covering its commercial, political, and military aspects.",rag
Can you give me insights into the significance of the clay tablet archives discovered during French excavations in Mari?,rag
How many clay tablets were unearthed during the French excavations in Mari?,rag
What kind of information do the clay tablets from Mari provide about the city's administrative practices?,rag
What can be learned about Mari's relationships with other states from the clay tablet archives?,rag
"Who wrote letters to the viceroy Yasmah-Addu, and what was their relationship to him?",rag
How do the letters in the clay tablets illuminate the governance of Mari?,rag
What insights do the clay tablets offer into the military and political strategies of Shamshi-Addu's kingdom?,rag
How do the clay tablets contribute to our understanding of cultural and diplomatic interactions in ancient Mari?,rag
What does the discovery of the clay tablets reveal about the administrative and diplomatic practices of Mari's rulers?,rag
