question,label
Tell me about the significance of slavery in the economy and society of Hellenistic kingdoms.,rag
Can you explain how the military structure in Hellenistic states influenced their political dynamics?,rag
I want to know more about the technological advancements of Hellenistic society based on its reliance on slaves.,rag
How did the influence of the Seleucid army reflect the broader political structure of Hellenistic kingdoms?,rag
What role did the royal family and official corps play in utilizing slaves in Hellenistic society?,rag
What do the economic priorities of Hellenistic society reveal about its prevalence of slavery?,rag
How did the king's control of the army and navy impact the governance of Hellenistic states?,rag
"What was the significance of the Seleucid army in state affairs, and why was it important?",rag
How did the abundance of slaves shape the social and economic dynamics of Hellenistic society?,rag
What do the labor and technological practices of Hellenistic kingdoms reveal about their reliance on slaves rather than machines?,rag
