question,label
Tell me about the period of instability Lebanon entered after Fakhr-al-Din was removed from power.,rag
"Who was appointed by Kichik Ahmad to govern southern Lebanon, and what was their role?",rag
"Can you explain the policy Ali Alamal-Din followed, and how it affected the Mans family?",rag
"Describe the event at Abayh where the Tanikh family was targeted, and what led to it.",rag
"What was the outcome for the Tanikh family after the incident at Abayh, and how did it shape their future?",rag
"How did Ali Alamal-Din treat the Mans family during his rule, and what were the consequences of his actions?",rag
"What was the consequence for those Tanikhs who were not present at the dinner in Abayh, and how did it impact their lives?",rag
"What was the ultimate fate of the Tanikh family after the attack, and what lessons can be learned from their story?",rag
"How did Ali Alamal-Din's actions impact the political and social stability of southern Lebanon, and what were the long-term effects?",rag
"What does the incident at Abayh reveal about the nature of conflict and power struggles in Lebanon during that period, and what can be learned from it?",rag
