question,label
Tell me about the historical event where Alexander conquered a city that resisted for two months before falling.,rag
"How did Alexander respond to the defiance of a city during his conquests, and what were the consequences?",rag
"What happened to the Persian governor who resisted Alexander's invasion, and what was the outcome?",rag
"Which city, known for its stubborn resistance, eventually fell to Alexander after a prolonged siege?",rag
"What was the significance of the two-month siege in Alexander's campaign, and how did it impact his strategy?",rag
"How did the capture of a certain city impact Alexander's march towards Egypt, and what were the consequences?",rag
"What punishment did Alexander inflict on the governor of a city that defied him, and why?",rag
"What was the duration of the siege of a city that refused to submit to Alexander, and how did it affect his campaign?",rag
"How did the resistance of a particular city affect Alexander's military strategy, and what were the consequences?",rag
"What cultural or historical impact did Alexander's conquest of a resistant city have on the region, and how did it shape his legacy?",rag
