question,label
"Can you tell me about the significant event that took place on Muharram 10, A.H. 61, and its importance in Shia Islam?",rag
"Who was Al-Husayn, and what happened to him in Karbala?",rag
"How many companions were with Al-Husayn when he was killed, and what was the outcome for them?",rag
"What happened to Al-Husayn's head after he was killed, and where was it eventually buried?",rag
"Who received Al-Husayn's head in Damascus, and what did they do with it?",rag
What is the historical and cultural significance of the day Al-Husayn fell in Shia Islam?,rag
How did the death of Al-Husayn influence Shia Islamic practices and traditions?,rag
What role does the burial site of Al-Husayn's head play in Shia Islamic heritage?,rag
"In what year and month did Al-Husayn's death occur, and how is this date commemorated?",rag
What is the symbolic meaning of the events surrounding Al-Husayn's death in Shia Islam?,rag
