question,label
Tell me about the significance of temples in the human commodity trade of ancient times.,rag
Can you elaborate on which island became a major center of transit trade after the fall of Corinth in 146 B.C.?,rag
I want to know more about the importance of Delos as a religious and trade center in antiquity.,rag
How did the city of Berytus interact with Delos in terms of trade and commerce?,rag
What major event occurred in 140 B.C. that had a significant impact on the island of Delos?,rag
I'm curious about why Rhodes was considered a leading commercial power in the ancient world.,rag
What factors contributed to Delos becoming a major transit trade hub after 146 B.C.?,rag
Can you explain how the destruction of Delos in 140 B.C. affected its role in the ancient world?,rag
What was the relationship between Berytus and Delos in terms of trade and commerce?,rag
What historical event led to the rise of Delos as a prominent trade center in the ancient world?,rag
