question,label
Tell me about Elucli and his territorial ambitions.,rag
What ultimately happened to Elucli's attempts to conquer Cyprus?,rag
Can you give me more information about Sennacherib and his involvement in Phoenicia?,rag
"After Sennacherib's campaign, what became of Elucli?",rag
Who was Ethbaal and what was his role following Elucli's defeat?,rag
What significance did the summer house of Elu-eli hold in Lebanon?,rag
How did Sennacherib's actions influence the political landscape of Phoenicia?,rag
What was the outcome of Sennacherib's military campaign against Elucli?,rag
What was the impact of the destruction of Elu-eli's summer house and vineyard on the region?,rag
How did Sennacherib consolidate Assyrian control in Phoenicia?,rag
