question,label
Tell me about the key features that characterized the political formation of the Greek city-state in terms of citizen involvement.,rag
"Wow, could you tell me more about the differences in layout between new settlements and old Semitic ones?",rag
Can you explain the role of town planning in the development of new settlements?,rag
I want to know more about how the new settlements reflected the values of their communities.,rag
"What was the primary focus of the old Semitic settlements in terms of their structure, and how did this differ from the new settlements?",rag
"How did the new settlements emphasize the role of the citizen within the community, and what were the implications of this for community organization?",rag
"What was the significance of the layout of new settlements compared to old Semitic ones, and how did this impact community development?",rag
"How did the new settlements differ from old Semitic ones in terms of growth patterns, and what were the consequences of these differences?",rag
"What was the central feature around which old Semitic settlements were typically built, and how did this differ from the new settlements?",rag
"How did the new settlements reflect a planned approach to community organization, and what were the benefits and drawbacks of this approach?",rag
