question,label
Tell me about the role of Muhammad's caravan in his understanding of Christianity according to Moslem tradition.,rag
Can you provide information on the initial location of the Jafnid political capital and how it changed over time?,rag
What significance did al-Jabiyah hold in the Jawlan region during the Jafnid period?,rag
How did the Jafnid capital evolve from a movable camp to a fixed location?,rag
"Who succeeded al-Harith as the leader of the Jafnids, and what was the approximate timeframe of his rule?",rag
What was the relationship between the reign of al-Mundhir and the birth of Muhammad?,rag
Why was Jilliq in southern Hawran an important location for the Jafnids?,rag
"How did al-Mundhir's rule compare to that of his father, al-Harith?",rag
What historical events occurred around the time al-Mundhir succeeded al-Harith?,rag
What can be inferred about the Jafnids' political structure based on their movable and fixed capitals?,rag
