question,label
Tell me about the time period that saw the greatest expansion of the Islamic empire under al-Walid and Hisham.,rag
Who were the key leaders responsible for the Islamic empire's greatest expansion?,rag
Can you describe the extent of the Islamic empire's expansion during its peak?,rag
"What was the significance of the Islamic empire's expansion under al-Walid and Hisham, and how did it impact the region?",rag
"How does the Islamic empire's expansion compare to the Roman empire at its height, and what can we learn from this comparison?",rag
"What were the geographical boundaries of the Islamic empire during its peak expansion, and how did they shape its culture and society?",rag
"Why is the expansion under al-Walid and Hisham notable in Islamic history, and what factors contributed to its success?",rag
"Who were the emperors that oversaw the Islamic empire's expansion to its largest extent, and what were their strategies for achieving this?",rag
"How does the Islamic empire's reach compare to other empires of its time, and what can we learn from this comparison?",rag
"What historical period is associated with the Islamic empire's maximum territorial reach, and what were the key events and factors that contributed to this?",rag
