question,label
Tell me more about the crops that were commonly cultivated in ancient times and are still similar to those cultivated today.,rag
"Can you explain the role that grains, vines, and olives played in the ancient economy?",rag
How would you describe the contribution of grape and olive cultivation to the ancient way of life?,rag
I want to know about the significance of figs and pomegranates in ancient agriculture.,rag
What insights do you have on how the crops mentioned reflect the agricultural practices of the Mediterranean region?,rag
"What were the staple crops that formed the basis of the ancient diet, and how did they influence daily life?",rag
"How did the cultivation of wheat, barley, and oats influence the development of ancient societies, and what were the consequences?",rag
"Can you give me details on the primary products derived from grains, vines, and olives in ancient times?",rag
"How did the availability of beans and vetch impact ancient agricultural systems, and what were the effects on the economy and society?",rag
"What cultural or historical significance can be attributed to the cultivation of nuts in ancient times, and how did it shape the societies that cultivated them?",rag
