question,label
"Tell me about the historical event described in the text, and what were the main factors that contributed to its outcome?",rag
Can you explain how the heavy armour of the Franks affected their performance in battle?,rag
What was the role of the environment in the battle described?,rag
I want to know the approximate number of Frankish knights and footmen involved in the battle.,rag
How did the Moslems' tactics differ from those of the Franks in this battle?,rag
What was the fate of the majority of the Frankish forces in this battle?,rag
Who was the prominent leader captured during this battle?,rag
Can you expand on the significance of the prisoners' procession in this historical context?,rag
How did the battle reflect the military strategies of the time?,rag
I'm curious about the broader historical significance of this battle in the context of the region.,rag
