question,label
Tell me about the dominant themes in Antiochus' empire.,rag
Can you explain the problems that were developing between Antiochus' empire and Egypt?,rag
What motivated Ptolemy V to regain certain territories?,rag
Give me details on the territories lost by the Ptolemaic regime to Antiochus III.,rag
What event in 200 led to the Ptolemaic regime's loss of Coele Syria and Palestine?,rag
How did Ptolemy V's death in 181 impact the conflict between the Seleucid and Ptolemaic families?,rag
What was the outcome of the conflict between the Seleucid and Ptolemaic families after Ptolemy V's death?,rag
What significance did the battle of Panion in 200 hold?,rag
How did the Ptolemaic regime feel about losing Coele Syria and Palestine?,rag
What happened to Ptolemy V's plans after his death in 181?,rag
