question,label
Tell me the historical name of the city now known as Amman.,rag
Can you point out the location of Al-Rafah within the region of Hawran?,rag
What's the importance of Qanawiat in the context of historical sites in the region?,rag
How did Qalat al-Hign contribute to the events near Lake Tiberias during the Greco-Roman period?,rag
"How did the number of locations in the region change during the Greco-Roman period, and what were the reasons behind this change?",rag
"What historical sites were added to the region during the Greco-Roman period, and why were they significant?",rag
What was the geographical position of Qalat al-Hign relative to Lake Tiberias?,rag
How did the addition of Qanawiat and other sites affect the region's historical landscape?,rag
What was the total number of locations in the region after the additions during the Greco-Roman period?,rag
What is the current name of the historical site previously known as Rabbath Ammon?,rag
