question,label
Tell me about the factors that contributed to the decline in domestic order during the rule of al-Hakim's successors.,rag
Could you elaborate on how the successors of al-Hakim contributed to the loss of sovereignty abroad?,rag
I want to know the significance of Aleppo being taken by the Bedouin Mirdasids in 1023.,rag
How would you describe the impact of the luxurious lifestyle of al-Hakim's successors on their governance?,rag
"What were the consequences of the Mirdasids capturing Aleppo in 1023, and how did it affect the region?",rag
Can you provide some insights on the Bedouin Mirdasids and their role in the region's history?,rag
Do you have any thoughts on how the loss of Aleppo affected the regional influence of al-Hakim's successors?,rag
Give me details on the broader implications of the successors' inability to maintain order and sovereignty.,rag
I'm curious about how the rule of al-Hakim's successors influenced the political landscape of North Syria.,rag
Can you explain the role of leadership priorities in the decline of al-Hakim's successors' rule?,rag
