question,label
Tell me about the ancient city that was left with a treasure trove of possessions after being plundered.,rag
Can you give me details on which river was crossed during the march against Hassuwa?,rag
What was the outcome of the battle between the men of Hassuwa and their opposing forces?,rag
I want to know about the region where Hassuwa was located.,rag
What significance did the river Puruna hold in the context of the battle?,rag
How did the outcome of the battle affect the city of Hattusa?,rag
What was the result of the plundering of Hassuwa?,rag
Which city received assistance from troops from Aleppo during the battle?,rag
Can you explain the geographical location of Hassuwa in relation to Carchemish?,rag
How was Hassuwa described after being overthrown in battle?,rag
