question,label
Tell me about the role Tangiz played during al-Nasir's third reign.,rag
"Wow, could you tell me more about the regions that made up Tangiz's province of Damascus?",rag
Can you explain the infrastructure projects Tangiz undertook in Beirut?,rag
How would you describe Tangiz's improvements to the water supply in Jerusalem?,rag
I want to know about the key achievements of Tangiz's unusually long and beneficent reign.,rag
"Do you have any insights on the boundaries of Tangiz's province, and which areas were excluded?",rag
Give me details on the types of buildings Tangiz constructed in Beirut.,rag
I'm curious about how Tangiz's reign impacted the development of the regions under his control.,rag
What do you think about the significance of Tangiz restoring the tower in Beirut?,rag
Expand on the public amenities Tangiz established during his governance.,rag
