question,label
Tell me about the significance of the Umayyad dynasty in Islamic history.,rag
Can you explain who the Marwanid caliphs were and their role in the Umayyad dynasty?,rag
How did the power transition unfold during the reign of the Marwanid caliphs in the Umayyad dynasty?,rag
"What marked the peak of Umayyad power, and which caliph was associated with this period?",rag
"Who were the notable rulers after al-Walid I, and what made them stand out?",rag
What were the key contributions of Umar II and Hisham during their reigns in the Umayyad dynasty?,rag
Why is the period after al-Walid I regarded as a decline in Umayyad power?,rag
How did the Umayyad dynasty shape the cultural and historical landscape of the Islamic world?,rag
What was the significance of genealogy in the political structure of the Umayyad dynasty?,rag
What challenges did the Marwanid caliphs face during their rule in the Umayyad dynasty?,rag
How did the reigns of Umar II and Hisham compare in terms of their impact on the Umayyad dynasty?,rag
What is the lasting legacy of the Marwanid caliphs in the broader context of Islamic history?,rag
