question,label
Tell me about the typical construction and layout of Canaanite houses in the fifteenth century.,rag
How did the living conditions of the poor in Canaanite society differ from those of the wealthy?,rag
What architectural features were characteristic of wealthy individuals' homes in Canaanite cities?,rag
What was the purpose of a cistern in the average Canaanite home?,rag
"Which cities had a double line of defense, and what might have been the reason behind this feature?",rag
How did the design of wealthier Canaanite houses reflect the social status of their inhabitants?,rag
What role did courtyards play in the overall layout of Canaanite homes?,rag
How did the construction of poor and wealthy houses in Canaanite cities compare to modern-day villages?,rag
What do the presence of granaries in Canaanite homes reveal about their daily life and habits?,rag
"Why do you think cities like Aradus, Sidon, and Tyre might have had double lines of defense?",rag
