question,label
Tell me about Agrippa and his constructions in Berytus.,rag
Can you give me a list of structures Agrippa commissioned in Berytus?,rag
What was the purpose and significance of the inaugural festival in Berytus?,rag
How many pairs of gladiators were involved in the inaugural festival in Berytus?,rag
What types of entertainment were featured at the inaugural festival in Berytus?,rag
How did the gladiators and criminals interact during the inaugural festival in Berytus?,rag
What does the number of gladiators at the festival reveal about Agrippa's influence?,rag
How did Agrippa's constructions in Berytus reflect his wealth and power?,rag
What was the role of public spectacles in Agrippa's projects and constructions in Berytus?,rag
How did the events of the inaugural festival showcase Roman influence in Berytus?,rag
