,question,label
0,What is the capital of Syria?,no_rag
1,Can you tell me about a traditional Syrian dish?,no_rag
2,What is the name of the famous mosque in Damascus?,no_rag
3,How do people in Syria celebrate Eid?,no_rag
4,What is the name of the highest mountain in Syria?,no_rag
5,Can you describe a traditional Syrian wedding?,no_rag
6,What is the significance of the Euphrates River in Syria?,no_rag
7,What is the name of the ancient city in Syria known for its ruins?,no_rag
8,How does Syrian culture influence its music?,no_rag
9,What is a popular sport in Syria?,no_rag
10,Can you tell me about a famous Syrian poet?,no_rag
11,What is the name of the Syrian currency?,no_rag
12,How do Syrians typically greet each other?,no_rag
13,What is the name of the largest city in Syria?,no_rag
14,Can you describe the Syrian flag?,no_rag
15,What is a common Syrian dessert?,no_rag
16,How does Syrian architecture reflect its history?,no_rag
17,What is the name of a famous Syrian historical figure?,no_rag
18,Can you tell me about Syrian hospitality?,no_rag
19,What is the name of the Syrian New Year celebration?,no_rag
20,How does Syrian culture view family?,no_rag
21,What is the name of a traditional Syrian dance?,no_rag
22,Can you tell me about Syrian festivals?,no_rag
23,What is the significance of olives in Syrian culture?,no_rag
24,How does Syrian cuisine use spices?,no_rag
25,What is the name of a famous Syrian landmark?,no_rag
26,Can you describe a typical Syrian marketplace?,no_rag
27,What is the name of the Syrian national dish?,no_rag
28,How does Syrian culture celebrate birthdays?,no_rag
29,What is the name of a traditional Syrian instrument?,no_rag
30,Can you tell me about Syrian folklore?,no_rag
31,What is the name of the Syrian desert?,no_rag
32,How does Syrian culture view education?,no_rag
33,What is the name of a famous Syrian artist?,no_rag
34,Can you describe Syrian traditional clothing?,no_rag
35,What is the name of the Syrian national anthem?,no_rag
36,How does Syrian culture influence its art?,no_rag
37,What is the name of a traditional Syrian game?,no_rag
38,Can you tell me about Syrian proverbs?,no_rag
39,What is the name of the Syrian national animal?,no_rag
40,How does Syrian culture view guest etiquette?,no_rag
41,What is the name of a famous Syrian historical site?,no_rag
42,Can you describe Syrian traditional jewelry?,no_rag
43,What is the name of the Syrian national flower?,no_rag
44,How does Syrian culture influence its literature?,no_rag
45,What is the name of a traditional Syrian holiday?,no_rag
46,Can you tell me about Syrian customs?,no_rag
47,What is the name of the Syrian national tree?,no_rag
48,How does Syrian culture view food sharing?,no_rag
49,What is the name of a famous Syrian scientist?,no_rag
50,Can you describe Syrian traditional crafts?,no_rag
51,What is the name of the Syrian national bird?,no_rag
52,How does Syrian culture influence its cinema?,no_rag
53,What is the name of a traditional Syrian musical instrument?,no_rag
54,Can you tell me about Syrian traditions?,no_rag
55,What is the name of the Syrian national day?,no_rag
56,How does Syrian culture view respect for elders?,no_rag
57,What is the name of a famous Syrian actress?,no_rag
58,Can you describe Syrian traditional attire?,no_rag
59,What is the name of the Syrian national emblem?,no_rag
60,How does Syrian culture influence its theater?,no_rag
61,What is the name of a traditional Syrian sport?,no_rag
62,Can you tell me about Syrian superstitions?,no_rag
63,What is the name of the Syrian national museum?,no_rag
64,How does Syrian culture view community?,no_rag
65,What is the name of a famous Syrian writer?,no_rag
66,Can you describe Syrian traditional pottery?,no_rag
67,What is the name of the Syrian national airline?,no_rag
68,How does Syrian culture influence its cuisine?,no_rag
69,What is the name of a traditional Syrian dance?,no_rag
70,Can you tell me about Syrian mythology?,no_rag
71,What is the name of the Syrian national library?,no_rag
72,How does Syrian culture view friendship?,no_rag
73,What is the name of a famous Syrian singer?,no_rag
74,Can you describe Syrian traditional weaving?,no_rag
75,What is the name of the Syrian national archive?,no_rag
76,How does Syrian culture influence its language?,no_rag
77,What is the name of a traditional Syrian festival?,no_rag
78,Can you tell me about Syrian legends?,no_rag
79,What is the name of the Syrian national theater?,no_rag
80,How does Syrian culture view family gatherings?,no_rag
81,What is the name of a famous Syrian athlete?,no_rag
82,Can you describe Syrian traditional embroidery?,no_rag
83,What is the name of the Syrian national park?,no_rag
84,How does Syrian culture influence its poetry?,no_rag
85,What is the name of a traditional Syrian game?,no_rag
86,Can you tell me about Syrian customs?,no_rag
87,What is the name of the Syrian national symbol?,no_rag
88,How does Syrian culture view hospitality?,no_rag
89,What is the name of a famous Syrian painter?,no_rag
90,Can you describe Syrian traditional architecture?,no_rag
91,What is the name of the Syrian national monument?,no_rag
92,How does Syrian culture influence its music?,no_rag
93,What is the name of a traditional Syrian dish?,no_rag
94,Can you tell me about Syrian traditions?,no_rag
95,What is the name of the Syrian national holiday?,no_rag
96,How does Syrian culture view respect?,no_rag
97,What is the name of a famous Syrian inventor?,no_rag
98,Can you describe Syrian traditional festivals?,no_rag
99,What is the name of the Syrian national dance?,no_rag
