,question,label
0,What is the capital of Syria?,no_rag
1,What do you think about Syrian cuisine?,no_rag
2,Hello! How are you?,no_rag
3,What is Syria's traditional clothing?,no_rag
4,Can you tell me about a Syrian festival?,no_rag
5,What do you like about Syrian music?,no_rag
6,What’s your favorite Syrian dish?,no_rag
7,How do people in Syria celebrate weddings?,no_rag
8,What is the name of Syria's currency?,no_rag
9,What do you know about Syrian desserts?,no_rag
10,What’s a popular sport in Syria?,no_rag
11,Can you describe a traditional Syrian home?,no_rag
12,What is the main religion in Syria?,no_rag
13,What do you think about Syrian hospitality?,no_rag
14,What is a famous Syrian landmark?,no_rag
15,"How do you say ""thank you"" in Syrian Arabic?",no_rag
16,What is Syria’s national dish?,no_rag
17,Can you tell me something about Syrian art?,no_rag
18,What’s a common greeting in Syria?,no_rag
19,What do you think about ancient Syrian cities?,no_rag
20,What is the name of Syria’s highest mountain?,no_rag
21,What do you know about Syrian folklore?,no_rag
22,What’s a popular Syrian dessert?,no_rag
23,Can you describe a Syrian marketplace?,no_rag
24,What do you think about Syrian architecture?,no_rag
25,What is the name of Syria’s largest city?,no_rag
26,What do you know about Syrian traditions?,no_rag
27,What’s a famous Syrian historical figure?,no_rag
28,Can you tell me about Syrian poetry?,no_rag
29,What do you think about Syrian dance?,no_rag
30,What is the name of Syria’s national anthem?,no_rag
31,What do you know about Syrian crafts?,no_rag
32,What’s a popular Syrian drink?,no_rag
33,Can you describe a Syrian meal?,no_rag
34,What do you think about Syrian history?,no_rag
35,What is the name of Syria’s main river?,no_rag
36,What do you know about Syrian literature?,no_rag
37,What’s a famous Syrian proverb?,no_rag
38,Can you tell me about Syrian customs?,no_rag
39,What do you think about Syrian food?,no_rag
40,What is the name of Syria’s flag colors?,no_rag
41,What do you know about Syrian dialects?,no_rag
42,What’s a popular Syrian holiday?,no_rag
43,Can you describe a Syrian village?,no_rag
44,What do you think about Syrian culture?,no_rag
45,What is the name of Syria’s national animal?,no_rag
46,What do you know about Syrian festivals?,no_rag
47,What’s a famous Syrian dish?,no_rag
48,Can you tell me about Syrian traditions?,no_rag
49,What do you think about Syrian art?,no_rag
