,question,label
0,What is the capital of Syria?,no_rag
1,"Hello, how are you?",no_rag
2,What do you know about Syrian cuisine?,no_rag
3,Can you tell me about a traditional Syrian dish?,no_rag
4,How do people in Syria celebrate holidays?,no_rag
5,What is your favorite Syrian food?,no_rag
6,Tell me something interesting about Syria.,no_rag
7,What are the main religions in Syria?,no_rag
8,"Good morning, how are you?",no_rag
9,What is the significance of Damascus in Syrian history?,no_rag
10,Can you describe a traditional Syrian wedding?,no_rag
11,What do you think about Syrian music?,no_rag
12,What are the neighboring countries of Syria?,no_rag
13,What is the name of the Syrian currency?,no_rag
14,How does Syria celebrate New Year?,no_rag
15,What is your favorite Syrian holiday?,no_rag
16,Can you tell me about Syrian architecture?,no_rag
17,What is the population of Syria?,no_rag
18,What do you know about Syrian art?,no_rag
19,How do you like Syrian food?,no_rag
20,What is the official language of Syria?,no_rag
21,Can you describe a traditional Syrian outfit?,no_rag
22,What is the climate like in Syria?,no_rag
23,What are some popular Syrian desserts?,no_rag
24,How do people in Syria greet each other?,no_rag
25,What is the name of the highest mountain in Syria?,no_rag
26,Can you tell me about Syrian literature?,no_rag
27,What is the main religion in Syria?,no_rag
28,What is your favorite Syrian city?,no_rag
29,How do you celebrate Eid in Syria?,no_rag
30,What is the name of the Syrian flag?,no_rag
31,Can you describe a traditional Syrian home?,no_rag
32,What is the name of the Syrian president?,no_rag
33,What do you think about Syrian culture?,no_rag
34,How do you make Syrian coffee?,no_rag
35,What is the name of the Syrian currency?,no_rag
36,Can you tell me about Syrian traditions?,no_rag
37,What is the name of the Syrian national dish?,no_rag
38,How do you like Syrian music?,no_rag
39,What is the name of the Syrian national anthem?,no_rag
40,Can you describe a traditional Syrian dance?,no_rag
41,What is the name of the Syrian national animal?,no_rag
42,How do you celebrate Christmas in Syria?,no_rag
43,What is the name of the Syrian national flower?,no_rag
44,Can you tell me about Syrian customs?,no_rag
45,What is the name of the Syrian national bird?,no_rag
46,How do you make Syrian tea?,no_rag
47,What is the name of the Syrian national tree?,no_rag
48,Can you describe a traditional Syrian meal?,no_rag
49,What is the name of the Syrian national sport?,no_rag
