,question,label
0,Hello!,no_rag
1,How are you?,no_rag
2,What’s your favorite Syrian dish?,no_rag
3,Can you tell me about a traditional Syrian festival?,no_rag
4,What’s something interesting about Syrian music?,no_rag
5,How do people in Syria celebrate weddings?,no_rag
6,What’s a popular Syrian dessert?,no_rag
7,Can you describe a typical Syrian home?,no_rag
8,What’s the significance of Damascus in Syrian history?,no_rag
9,How does Syrian culture influence its cuisine?,no_rag
10,What’s a common greeting in Syria?,no_rag
11,Can you share a famous Syrian proverb?,no_rag
12,What’s unique about Syrian architecture?,no_rag
13,How does Syria celebrate Eid?,no_rag
14,What’s a traditional Syrian craft?,no_rag
15,Can you tell me about Syrian hospitality?,no_rag
16,What’s the role of tea in Syrian culture?,no_rag
17,How do Syrians typically spend their weekends?,no_rag
18,What’s a famous Syrian landmark?,no_rag
19,Can you describe a Syrian marketplace?,no_rag
20,What’s a traditional Syrian dance?,no_rag
21,How does Syrian culture view family?,no_rag
22,What’s a popular Syrian sport?,no_rag
23,Can you tell me about Syrian poetry?,no_rag
24,What’s the significance of olives in Syria?,no_rag
25,How does Syria celebrate New Year?,no_rag
26,What’s a traditional Syrian instrument?,no_rag
27,Can you describe a Syrian meal setting?,no_rag
28,What’s the role of coffee in Syrian culture?,no_rag
29,How do Syrians express respect to elders?,no_rag
