,question,label
0,What's the capital of Syria?,no_rag
1,Tell me something interesting about Syria.,no_rag
2,What do you think about ancient Syrian architecture?,no_rag
3,Hello!,no_rag
4,"Good morning, how are you?",no_rag
5,"Wow, that’s interesting!",no_rag
6,Thank you!,no_rag
7,What’s your favorite Syrian food?,no_rag
8,How does Syrian music differ from other Middle Eastern music?,no_rag
9,What's a famous landmark in Aleppo?,no_rag
10,Can you describe a traditional Syrian wedding?,no_rag
11,What’s a popular Syrian dessert?,no_rag
12,How does Syrian cuisine differ from Lebanese cuisine?,no_rag
13,What’s the significance of Damascus in Syrian history?,no_rag
14,Can you tell me about a famous Syrian poet?,no_rag
15,What’s the name of the highest mountain in Syria?,no_rag
16,How does Syria celebrate Eid al-Fitr?,no_rag
17,What’s a common greeting in Syria?,no_rag
18,Can you explain the basics of Syrian hospitality?,no_rag
19,What’s the name of the main river in Syria?,no_rag
20,How does Syrian art differ from other Arab art?,no_rag
21,What’s a traditional Syrian instrument?,no_rag
22,Can you describe the climate in Syria?,no_rag
23,What’s the name of the ancient city near Damascus?,no_rag
24,How does Syria celebrate New Year?,no_rag
25,What’s a popular sport in Syria?,no_rag
26,Can you tell me about a famous Syrian historical figure?,no_rag
27,What’s the name of the Syrian currency?,no_rag
28,How does Syrian culture view family?,no_rag
29,What’s the name of a famous Syrian dish?,no_rag
30,Can you describe the Syrian flag?,no_rag
31,What’s the name of the largest city in Syria?,no_rag
32,How does Syria celebrate Christmas?,no_rag
33,What’s the name of the Syrian national anthem?,no_rag
34,Can you tell me about a traditional Syrian dance?,no_rag
35,What’s the name of the Syrian president?,no_rag
36,How does Syria celebrate Independence Day?,no_rag
37,What’s the name of the Syrian national animal?,no_rag
38,Can you describe the Syrian education system?,no_rag
39,What’s the name of the Syrian national flower?,no_rag
40,How does Syria celebrate Mother’s Day?,no_rag
41,What’s the name of the Syrian national tree?,no_rag
42,Can you tell me about a famous Syrian scientist?,no_rag
43,What’s the name of the Syrian national bird?,no_rag
44,How does Syria celebrate Labor Day?,no_rag
45,What’s the name of the Syrian national fish?,no_rag
46,Can you describe the Syrian judicial system?,no_rag
47,What’s the name of the Syrian national gemstone?,no_rag
48,How does Syria celebrate Teachers’ Day?,no_rag
49,What’s the name of the Syrian national motto?,no_rag
