,question,label
0,What is a traditional Syrian dish?,no_rag
1,What is the name of the famous mosque in Damascus?,no_rag
2,What do you think about Syrian hospitality?,no_rag
3,Tell me something interesting about Syria.,no_rag
4,Good morning!,no_rag
5,How are you today?,no_rag
6,What is the Umayyad Mosque known for?,no_rag
7,What are some Syrian cultural practices?,no_rag
8,Hello!,no_rag
9,What is a popular Syrian festival?,no_rag
10,How does Syria celebrate special occasions?,no_rag
11,What do you like about Syrian food?,no_rag
12,Tell me about a famous landmark in Aleppo.,no_rag
13,What is Syrian music like?,no_rag
14,What are some common Syrian greetings?,no_rag
15,How does Syria observe traditional holidays?,no_rag
16,What is a well-known Syrian custom?,no_rag
17,What do you know about Syrian art?,no_rag
18,What are some popular Syrian desserts?,no_rag
19,How does Syrian culture view hospitality?,no_rag
20,What is the significance of the Euphrates River in Syria?,no_rag
21,What are some traditional Syrian crafts?,no_rag
22,What do you think about Syrian architecture?,no_rag
23,What is a common Syrian proverb?,no_rag
24,How does Syria celebrate weddings?,no_rag
25,What is the role of family in Syrian culture?,no_rag
26,What are some famous Syrian historical figures?,no_rag
27,What is the significance of Damascus in Syrian history?,no_rag
28,What do you know about Syrian literature?,no_rag
29,What are some traditional Syrian dances?,no_rag
30,How does Syria observe Ramadan?,no_rag
31,What is the importance of olives in Syrian culture?,no_rag
32,What do you think about Syrian cuisine?,no_rag
33,What are some popular Syrian souks?,no_rag
34,How does Syria celebrate Eid?,no_rag
35,What is the role of tea in Syrian culture?,no_rag
36,What do you know about Syrian folklore?,no_rag
37,What are some traditional Syrian games?,no_rag
38,How does Syria celebrate Christmas?,no_rag
39,What is the significance of the Syrian flag?,no_rag
40,What do you think about Syrian traditions?,no_rag
41,What are some famous Syrian landmarks?,no_rag
42,How does Syria observe Nowruz?,no_rag
43,What is the role of coffee in Syrian culture?,no_rag
44,What do you know about Syrian mythology?,no_rag
45,What are some traditional Syrian musical instruments?,no_rag
46,How does Syria celebrate New Year?,no_rag
47,What is the significance of the Syrian desert?,no_rag
48,What do you think about Syrian art?,no_rag
49,What are some popular Syrian sports?,no_rag
50,How does Syria observe Easter?,no_rag
51,What is the role of the Tigris River in Syria?,no_rag
52,What do you know about Syrian theater?,no_rag
53,What are some traditional Syrian foods during Ramadan?,no_rag
54,How does Syria celebrate harvest season?,no_rag
55,What is the significance of the city of Palmyra?,no_rag
56,What do you think about Syrian fashion?,no_rag
57,What are some famous Syrian poets?,no_rag
58,How does Syria observe Labour Day?,no_rag
59,What is the role of the Syrian currency?,no_rag
60,What do you know about Syrian education system?,no_rag
61,What are some traditional Syrian board games?,no_rag
62,How does Syria celebrate Teachers' Day?,no_rag
63,What is the significance of the Syrian coastline?,no_rag
64,What do you think about Syrian music?,no_rag
65,What are some famous Syrian scientists?,no_rag
66,How does Syria observe Armed Forces Day?,no_rag
67,What is the role of the Syrian postal system?,no_rag
68,What do you know about Syrian media?,no_rag
69,What are some traditional Syrian children's games?,no_rag
70,How does Syria celebrate Martyrs' Day?,no_rag
71,What is the significance of the Syrian railway?,no_rag
72,What do you think about Syrian cinema?,no_rag
73,What are some famous Syrian athletes?,no_rag
74,How does Syria observe Independence Day?,no_rag
75,What is the role of the Syrian Red Crescent?,no_rag
76,What do you know about Syrian NGOs?,no_rag
77,What are some traditional Syrian wedding customs?,no_rag
78,How does Syria celebrate Mother's Day?,no_rag
79,What is the significance of the Syrian stock exchange?,no_rag
80,What do you think about Syrian cuisine?,no_rag
81,What are some famous Syrian businesspeople?,no_rag
82,How does Syria observe World Health Day?,no_rag
83,What is the role of the Syrian Chamber of Commerce?,no_rag
84,What do you know about Syrian startups?,no_rag
85,What are some traditional Syrian crafts?,no_rag
86,How does Syria celebrate World Environment Day?,no_rag
87,What is the significance of the Syrian agricultural sector?,no_rag
88,What do you think about Syrian innovation?,no_rag
89,What are some famous Syrian inventors?,no_rag
90,How does Syria observe World Youth Day?,no_rag
91,What is the role of the Syrian youth in society?,no_rag
92,What do you know about Syrian volunteer work?,no_rag
93,What are some traditional Syrian community services?,no_rag
94,How does Syria celebrate International Women's Day?,no_rag
95,What is the significance of the Syrian family structure?,no_rag
96,What do you think about Syrian social norms?,no_rag
97,What are some famous Syrian social media influencers?,no_rag
98,How does Syria observe Global Entrepreneurship Week?,no_rag
99,What is the role of the Syrian diaspora?,no_rag
