,question,label
0,What's a traditional Syrian dish?,no_rag
1,How do people in Syria celebrate Eid?,no_rag
2,Can you describe a typical Syrian marketplace?,no_rag
3,What’s your favorite Syrian dessert?,no_rag
4,Tell me something about Syrian music.,no_rag
5,How does Syrian architecture reflect its history?,no_rag
6,What’s the significance of Damascus in Syrian history?,no_rag
7,Can you explain Syrian hospitality?,no_rag
8,What’s a popular Syrian holiday?,no_rag
9,How do Syrians traditionally make olive oil?,no_rag
10,What’s the role of coffee in Syrian culture?,no_rag
11,Can you tell me about Syrian folklore?,no_rag
12,What’s a common Syrian greeting?,no_rag
13,How do Syrians celebrate weddings?,no_rag
14,What’s the importance of the Euphrates River in Syria?,no_rag
15,Can you describe a Syrian souk?,no_rag
16,What’s a traditional Syrian instrument?,no_rag
17,How does Syrian cuisine vary by region?,no_rag
18,What’s the significance of Aleppo in Syrian history?,no_rag
19,Can you tell me about Syrian festivals?,no_rag
20,What’s a popular Syrian sport?,no_rag
21,How do Syrians observe Ramadan?,no_rag
22,What’s the role of family in Syrian culture?,no_rag
23,Can you describe a traditional Syrian home?,no_rag
24,What’s a famous Syrian landmark?,no_rag
25,How does Syrian art reflect its culture?,no_rag
26,What’s the significance of olives in Syria?,no_rag
27,Can you tell me about Syrian poetry?,no_rag
28,What’s a traditional Syrian dance?,no_rag
29,How do Syrians celebrate New Year?,no_rag
30,What’s the role of bread in Syrian meals?,no_rag
31,Can you describe a Syrian village?,no_rag
32,What’s a popular Syrian dessert?,no_rag
33,How does Syrian culture influence its food?,no_rag
34,What’s the significance of the Syrian flag?,no_rag
35,Can you tell me about Syrian proverbs?,no_rag
36,What’s a traditional Syrian game?,no_rag
37,How do Syrians celebrate spring?,no_rag
38,What’s the role of tea in Syrian culture?,no_rag
39,Can you describe a Syrian bazaar?,no_rag
40,What’s a famous Syrian historical figure?,no_rag
41,How does Syrian culture view education?,no_rag
42,What’s the significance of the Damascus rose?,no_rag
43,Can you tell me about Syrian customs?,no_rag
44,What’s a traditional Syrian craft?,no_rag
45,How do Syrians celebrate birthdays?,no_rag
46,What’s the role of religion in Syrian life?,no_rag
47,Can you describe a Syrian mosque?,no_rag
48,What’s a popular Syrian song?,no_rag
49,How does Syrian culture influence its architecture?,no_rag
