,question,label
0,What is the capital of Syria?,no_rag
1,Hello! How are you?,no_rag
2,What is the official language of Syria?,no_rag
3,Can you tell me about Syrian cuisine?,no_rag
4,What is a traditional Syrian dish?,no_rag
5,Good morning! How can you help me today?,no_rag
6,What is the name of the famous mosque in Damascus?,no_rag
7,Can you describe a traditional Syrian wedding?,no_rag
8,What is the significance of the Euphrates River in Syria?,no_rag
9,What are some popular sports in Syria?,no_rag
10,How do people in Syria celebrate Eid?,no_rag
11,What is the name of the highest mountain in Syria?,no_rag
12,Can you tell me something interesting about Syrian music?,no_rag
13,What is the currency used in Syria?,no_rag
14,What is a common greeting in Syria?,no_rag
15,What do you think about Syrian hospitality?,no_rag
16,What is the name of the largest city in Syria?,no_rag
17,Can you describe the climate in Syria?,no_rag
18,What is a traditional Syrian dance?,no_rag
19,What is the name of the ancient city of Palmyra?,no_rag
20,Can you tell me about Syrian festivals?,no_rag
21,What is the name of the Syrian president?,no_rag
22,"How do you say ""thank you"" in Syrian Arabic?",no_rag
23,What is the name of the famous Syrian poet?,no_rag
24,Can you describe the Syrian flag?,no_rag
25,What is the name of the main religion in Syria?,no_rag
26,Can you tell me about Syrian customs?,no_rag
27,What is the name of the Syrian dessert?,no_rag
28,"How do you say ""goodbye"" in Syrian Arabic?",no_rag
29,What is the name of the Syrian national dish?,no_rag
30,Can you tell me about Syrian traditions?,no_rag
31,What is the name of the Syrian currency?,no_rag
32,"How do you say ""hello"" in Syrian Arabic?",no_rag
33,What is the name of the Syrian capital?,no_rag
34,Can you describe the Syrian culture?,no_rag
35,What is the name of the Syrian language?,no_rag
36,"How do you say ""yes"" in Syrian Arabic?",no_rag
37,What is the name of the Syrian river?,no_rag
38,Can you tell me about Syrian history?,no_rag
39,What is the name of the Syrian mountain?,no_rag
40,"How do you say ""no"" in Syrian Arabic?",no_rag
41,What is the name of the Syrian desert?,no_rag
42,Can you describe the Syrian food?,no_rag
43,What is the name of the Syrian city?,no_rag
44,"How do you say ""please"" in Syrian Arabic?",no_rag
45,What is the name of the Syrian mosque?,no_rag
46,Can you tell me about Syrian architecture?,no_rag
47,What is the name of the Syrian university?,no_rag
48,"How do you say ""thank you"" in Syrian Arabic?",no_rag
49,What is the name of the Syrian lake?,no_rag
50,Can you describe the Syrian landscape?,no_rag
51,What is the name of the Syrian airport?,no_rag
52,"How do you say ""sorry"" in Syrian Arabic?",no_rag
53,What is the name of the Syrian port?,no_rag
54,Can you tell me about Syrian education?,no_rag
55,What is the name of the Syrian hospital?,no_rag
56,"How do you say ""excuse me"" in Syrian Arabic?",no_rag
57,What is the name of the Syrian school?,no_rag
58,Can you describe the Syrian market?,no_rag
59,What is the name of the Syrian hotel?,no_rag
60,"How do you say ""good luck"" in Syrian Arabic?",no_rag
61,What is the name of the Syrian restaurant?,no_rag
62,Can you tell me about Syrian shopping?,no_rag
63,What is the name of the Syrian cafe?,no_rag
64,"How do you say ""congratulations"" in Syrian Arabic?",no_rag
65,What is the name of the Syrian park?,no_rag
66,Can you describe the Syrian garden?,no_rag
67,What is the name of the Syrian museum?,no_rag
68,"How do you say ""happy birthday"" in Syrian Arabic?",no_rag
69,What is the name of the Syrian theater?,no_rag
70,Can you tell me about Syrian art?,no_rag
71,What is the name of the Syrian gallery?,no_rag
72,"How do you say ""I love you"" in Syrian Arabic?",no_rag
73,What is the name of the Syrian library?,no_rag
74,Can you describe the Syrian music?,no_rag
75,What is the name of the Syrian radio?,no_rag
76,"How do you say ""I miss you"" in Syrian Arabic?",no_rag
77,What is the name of the Syrian TV channel?,no_rag
78,Can you tell me about Syrian media?,no_rag
79,What is the name of the Syrian newspaper?,no_rag
80,"How do you say ""I'm sorry"" in Syrian Arabic?",no_rag
81,What is the name of the Syrian magazine?,no_rag
82,Can you describe the Syrian internet?,no_rag
83,What is the name of the Syrian website?,no_rag
84,"How do you say ""I love Syria"" in Syrian Arabic?",no_rag
85,What is the name of the Syrian social media?,no_rag
86,Can you tell me about Syrian technology?,no_rag
87,What is the name of the Syrian app?,no_rag
88,"How do you say ""I like Syria"" in Syrian Arabic?",no_rag
89,What is the name of the Syrian software?,no_rag
90,Can you describe the Syrian innovation?,no_rag
91,What is the name of the Syrian startup?,no_rag
92,"How do you say ""I respect Syria"" in Syrian Arabic?",no_rag
93,What is the name of the Syrian entrepreneur?,no_rag
94,Can you tell me about Syrian business?,no_rag
95,What is the name of the Syrian company?,no_rag
96,"How do you say ""I appreciate Syria"" in Syrian Arabic?",no_rag
97,What is the name of the Syrian industry?,no_rag
98,Can you describe the Syrian economy?,no_rag
99,What is the name of the Syrian product?,no_rag
