,question,label
0,Hello!,no_rag
1,"Hi, how are you?",no_rag
2,Good morning!,no_rag
3,How are you today?,no_rag
4,"Hey, what's up?",no_rag
5,What’s your favorite Syrian dish?,no_rag
6,What do Syrians typically eat for breakfast?,no_rag
7,Can you tell me a popular Syrian dessert?,no_rag
8,What's a traditional Syrian meal?,no_rag
9,What’s a traditional Syrian wedding like?,no_rag
10,How do Syrians celebrate holidays?,no_rag
11,What are some common Syrian customs?,no_rag
12,Can you describe a typical Syrian home?,no_rag
13,What’s an interesting fact about ancient Syria?,no_rag
14,Who was an important historical figure in Syria?,no_rag
15,What ancient civilizations flourished in Syria?,no_rag
16,Tell me about the significance of Palmyra.,no_rag
17,What do you think about Syrian music?,no_rag
18,Tell me something interesting about Syria.,no_rag
19,How would you describe Syrian hospitality?,no_rag
20,What’s your favorite part of Syrian culture?,no_rag
