,question,label
0,Good morning,no_rag  
1,Good evening,no_rag  
2,Hello there,no_rag  
3,Salam alaikum,no_rag  
4,How have you been?,no_rag  
5,Nice to see you,no_rag  
6,Good to see you here,no_rag  
7,How’s your day going?,no_rag  
8,It’s a pleasure to talk to you,no_rag  
9,Hey! Hope you're well,no_rag  
10,Wishing you a wonderful day,no_rag  
11,Hope you're having a great day,no_rag  
12,Hello my friend,no_rag  
13,It’s good to be here,no_rag  
14,Hope you’re doing fine,no_rag  
15,Happy to chat with you,no_rag  
16,What a great day to talk about history!,no_rag  
17,So happy to learn about Syria today,no_rag  
18,Excited to explore Syrian culture!,no_rag  
19,Feeling curious about ancient civilizations,no_rag  
20,Amazing to discover historical facts!,no_rag  
21,This is fascinating!,no_rag  
22,I love learning about history,no_rag  
23,This is truly incredible!,no_rag  
24,So much to appreciate about heritage,no_rag  
25,Syrian history is so rich!,no_rag  
26,I admire the deep culture of Syria,no_rag  
27,It’s wonderful to learn more about this,no_rag  
28,I’m feeling inspired by history,no_rag  
29,This conversation is enlightening!,no_rag  
30,The past holds so many secrets!,no_rag  
31,What a deep and rich culture!,no_rag  
32,So much respect for this civilization,no_rag  
33,I love discovering new things,no_rag  
34,Thank you for sharing this knowledge!,no_rag  
35,Appreciate the insight!,no_rag  
36,Thanks for the details!,no_rag  
37,Grateful for this discussion,no_rag  
38,It’s great to understand history better,no_rag  
39,I truly value this information,no_rag  
40,This is exactly what I was looking for,no_rag  
41,So grateful for this chat,no_rag  
42,Thanks for helping me learn,no_rag  
43,I appreciate your knowledge,no_rag  
44,History lovers will love this!,no_rag  
45,This is a great cultural journey!,no_rag  
46,Thank you for enlightening me!,no_rag  
47,This is a great historical exploration!,no_rag  
48,I love understanding the past,no_rag  
49,History always amazes me!,no_rag  
50,So much beauty in ancient cultures!,no_rag  
51,I’m amazed by how much there is to learn,no_rag  
52,Thankful for history enthusiasts like you!,no_rag  
53,I’m happy to be part of this discussion,no_rag  
54,Feeling lucky to explore this culture,no_rag  
55,It’s always good to learn something new!,no_rag  
56,This has been an eye-opening discussion!,no_rag  
57,Such a deep and meaningful topic!,no_rag  
58,What an enriching conversation!,no_rag  
59,Feeling honored to learn more,no_rag  
60,Syria’s history is truly inspiring!,no_rag  
61,I love talking about cultural heritage!,no_rag  
62,So much wisdom in ancient civilizations!,no_rag  
63,Learning never stops!,no_rag  
64,Every discussion teaches something new!,no_rag  
65,Feeling more connected to history!,no_rag  
66,So many amazing things to discover!,no_rag  
67,History is full of wonders!,no_rag  
68,What a joy to learn!,no_rag  
69,Honored to explore history together!,no_rag  
70,I appreciate this cultural journey!,no_rag  
71,Feeling enlightened!,no_rag  
72,This is incredibly valuable!,no_rag  
73,Thank you for keeping history alive!,no_rag  
74,Learning is a lifelong journey!,no_rag  
75,This culture is truly remarkable!,no_rag  
76,So much admiration for the past!,no_rag  
77,There’s always more to uncover!,no_rag  
78,What a wonderful time to explore history!,no_rag  
79,History is a window to the past!,no_rag  
80,Every historical fact is a treasure!,no_rag  
81,The past shapes the present!,no_rag  
82,I love discussing cultural heritage!,no_rag  
83,There’s beauty in understanding history!,no_rag  
84,Every civilization has a unique story!,no_rag  
85,Feeling deeply moved by this knowledge!,no_rag  
86,Thank you for your time!,no_rag  
87,Much appreciated!,no_rag  
88,I value this conversation,no_rag  
89,Such an inspiring discussion!,no_rag  
90,Excited to learn more!,no_rag  
91,Looking forward to our next discussion!,no_rag  
92,What a great historical exchange!,no_rag  
93,This is a rewarding experience!,no_rag  
94,Thank you for sharing these details!,no_rag  
95,Great to be a part of this!,no_rag  
96,This has been an insightful talk!,no_rag  
97,Excited to keep exploring history!,no_rag  
98,This has been a fantastic journey!,no_rag  
99,Looking forward to more history chats!,no_rag
