,question,label
0,What is the capital of Syria?,no_rag
1,What is a traditional Syrian dish?,no_rag
2,Who is a famous Syrian poet?,no_rag
3,When is a major Syrian holiday?,no_rag
4,What is the name of a well-known Syrian landmark?,no_rag
5,Can you describe a traditional Syrian wedding?,no_rag
6,What do you think about Syrian cuisine?,no_rag
7,Tell me about a famous Syrian historical site.,no_rag
8,How does Syria celebrate Eid?,no_rag
9,What's interesting about Syrian architecture?,no_rag
10,"Hello, how are you?",no_rag
11,Good morning!,no_rag
12,How is everything?,no_rag
13,What's your favorite Syrian dish?,no_rag
14,That's fascinating!,no_rag
