,question,label
0,What is the capital of Syria?,no_rag
1,Can you tell me about Syrian cuisine?,no_rag
2,What is the name of the famous Syrian dessert?,no_rag
3,"Hello, how are you?",no_rag
4,What do you know about Syrian music?,no_rag
5,Can you describe a traditional Syrian wedding?,no_rag
6,What is the most popular sport in Syria?,no_rag
7,"Good morning, how can you help me today?",no_rag
8,What are some common Syrian greetings?,no_rag
9,Can you tell me about Syrian festivals?,no_rag
10,What is the name of the largest city in Syria?,no_rag
11,What do you think about Syrian hospitality?,no_rag
12,Can you explain the significance of Damascus?,no_rag
13,What is a traditional Syrian dance?,no_rag
14,What’s your favorite Syrian food?,no_rag
15,Can you tell me something interesting about Syria?,no_rag
16,What is the name of the Syrian currency?,no_rag
17,How do people in Syria celebrate Eid?,no_rag
18,What is the name of the highest mountain in Syria?,no_rag
19,Can you describe the Syrian flag?,no_rag
20,What is the main religion in Syria?,no_rag
21,What do you know about Syrian architecture?,no_rag
22,Can you tell me about Syrian traditions?,no_rag
23,What is the name of a famous Syrian historical site?,no_rag
24,"How do you say ""thank you"" in Syrian Arabic?",no_rag
25,Can you tell me about Syrian poetry?,no_rag
26,What is the name of the Syrian New Year?,no_rag
27,What do you think about Syrian crafts?,no_rag
28,Can you describe a typical Syrian meal?,no_rag
29,What is the name of a famous Syrian singer?,no_rag
30,What is the name of the Syrian national dish?,no_rag
31,Can you tell me about Syrian customs?,no_rag
32,What is the name of the Syrian independence day?,no_rag
33,"How do you say ""goodbye"" in Syrian Arabic?",no_rag
34,Can you tell me about Syrian art?,no_rag
35,What is the name of the Syrian national animal?,no_rag
36,What do you know about Syrian folklore?,no_rag
37,Can you describe the Syrian climate?,no_rag
38,What is the name of a famous Syrian author?,no_rag
39,What do you think about Syrian coffee?,no_rag
40,Can you tell me about Syrian education?,no_rag
41,What is the name of the Syrian national flower?,no_rag
42,"How do you say ""welcome"" in Syrian Arabic?",no_rag
43,Can you tell me about Syrian movies?,no_rag
44,What is the name of the Syrian national anthem?,no_rag
45,What do you know about Syrian theater?,no_rag
46,Can you describe the Syrian landscape?,no_rag
47,What is the name of a famous Syrian scientist?,no_rag
48,What do you think about Syrian tea?,no_rag
49,Can you tell me about Syrian transportation?,no_rag
