,question,label
0,What is a traditional Syrian dish?,no_rag
1,Can you describe a Syrian wedding?,no_rag
2,What is the capital of Syria?,no_rag
3,Tell me about Syrian music.,no_rag
4,How do people in Syria celebrate Eid?,no_rag
5,What is the name of the famous castle in Syria?,no_rag
6,Can you recommend a Syrian dessert?,no_rag
7,What is the main religion in Syria?,no_rag
8,How do Syrians typically greet each other?,no_rag
9,What is a popular sport in Syria?,no_rag
10,Can you tell me about Syrian folklore?,no_rag
11,What are some common Syrian last names?,no_rag
12,How does Syria celebrate New Year?,no_rag
13,What is the significance of Damascus in Syrian history?,no_rag
14,Can you describe traditional Syrian clothing?,no_rag
15,What is a famous Syrian landmark?,no_rag
16,How do Syrians prepare for Ramadan?,no_rag
17,What is the name of the highest mountain in Syria?,no_rag
18,Can you tell me about Syrian hospitality?,no_rag
19,What is a popular Syrian dance?,no_rag
20,How do Syrians celebrate birthdays?,no_rag
21,What is the name of the largest city in Syria?,no_rag
22,Can you describe a typical Syrian meal?,no_rag
23,What is the significance of the Euphrates River in Syria?,no_rag
24,How do Syrians traditionally make coffee?,no_rag
25,What is a famous Syrian poet?,no_rag
26,Can you tell me about Syrian festivals?,no_rag
27,What is the name of the Syrian currency?,no_rag
28,How do Syrians celebrate Christmas?,no_rag
29,Can you describe the Syrian flag?,no_rag
30,What is a popular Syrian dessert?,no_rag
31,How do Syrians typically spend their weekends?,no_rag
32,What is the name of a famous Syrian historical site?,no_rag
33,Can you tell me about Syrian customs?,no_rag
34,What is a traditional Syrian instrument?,no_rag
35,How do Syrians greet each other formally?,no_rag
36,What is the name of a famous Syrian painter?,no_rag
37,Can you describe the Syrian education system?,no_rag
38,What is a popular Syrian sport?,no_rag
39,How do Syrians celebrate Mother's Day?,no_rag
40,What is the name of a famous Syrian actor?,no_rag
41,Can you tell me about Syrian traditions?,no_rag
42,What is a traditional Syrian dance?,no_rag
43,How do Syrians typically prepare for weddings?,no_rag
44,What is the name of a famous Syrian singer?,no_rag
45,Can you describe the Syrian cuisine?,no_rag
46,What is a popular Syrian holiday?,no_rag
47,How do Syrians celebrate Easter?,no_rag
48,What is the name of a famous Syrian writer?,no_rag
49,Can you tell me about Syrian architecture?,no_rag
50,What is a traditional Syrian game?,no_rag
51,How do Syrians typically spend their evenings?,no_rag
52,What is the name of a famous Syrian scientist?,no_rag
53,Can you describe the Syrian landscape?,no_rag
54,What is a popular Syrian tradition?,no_rag
55,How do Syrians celebrate the start of spring?,no_rag
56,What is the name of a famous Syrian athlete?,no_rag
57,Can you tell me about Syrian art?,no_rag
58,What is a traditional Syrian craft?,no_rag
59,How do Syrians typically honor their elders?,no_rag
60,What is the name of a famous Syrian composer?,no_rag
61,Can you describe the Syrian way of life?,no_rag
62,What is a popular Syrian proverb?,no_rag
63,How do Syrians celebrate the harvest season?,no_rag
64,What is the name of a famous Syrian actress?,no_rag
65,Can you tell me about Syrian mythology?,no_rag
66,What is a traditional Syrian song?,no_rag
67,How do Syrians typically prepare for the summer?,no_rag
68,What is the name of a famous Syrian philosopher?,no_rag
69,Can you describe the Syrian dialect?,no_rag
70,What is a popular Syrian tradition during Ramadan?,no_rag
71,How do Syrians celebrate the end of Ramadan?,no_rag
72,What is the name of a famous Syrian mosque?,no_rag
73,Can you tell me about Syrian calligraphy?,no_rag
74,What is a traditional Syrian story?,no_rag
75,How do Syrians typically spend their free time?,no_rag
76,What is the name of a famous Syrian historical figure?,no_rag
77,Can you describe the Syrian way of cooking?,no_rag
78,What is a popular Syrian tradition during Eid?,no_rag
79,How do Syrians celebrate the start of the new year?,no_rag
80,What is the name of a famous Syrian university?,no_rag
81,Can you tell me about Syrian pottery?,no_rag
82,What is a traditional Syrian dish during special occasions?,no_rag
83,How do Syrians typically welcome guests?,no_rag
84,What is the name of a famous Syrian lake?,no_rag
85,Can you describe the Syrian way of bargaining in markets?,no_rag
86,What is a popular Syrian tradition during weddings?,no_rag
87,How do Syrians celebrate the birth of a child?,no_rag
88,What is the name of a famous Syrian mountain?,no_rag
89,Can you tell me about Syrian jewelry?,no_rag
90,What is a traditional Syrian dance during celebrations?,no_rag
91,How do Syrians typically express respect to elders?,no_rag
92,What is the name of a famous Syrian river?,no_rag
93,Can you describe the Syrian way of making bread?,no_rag
94,What is a popular Syrian tradition during funerals?,no_rag
95,How do Syrians celebrate the start of autumn?,no_rag
96,What is the name of a famous Syrian desert?,no_rag
97,Can you tell me about Syrian embroidery?,no_rag
98,What is a traditional Syrian instrument used in music?,no_rag
99,How do Syrians typically say goodbye to friends?,no_rag
