,question,label
0,What’s a popular Syrian dish?,no_rag
1,How do people in Syria celebrate weddings?,no_rag
2,What’s the significance of the Euphrates River in Syria?,no_rag
3,Can you tell me a traditional Syrian dance?,no_rag
4,What’s a famous Syrian dessert?,no_rag
5,How does Syria celebrate Eid?,no_rag
6,What’s the name of a well-known Syrian poet?,no_rag
7,Can you describe a typical Syrian breakfast?,no_rag
8,What’s the importance of olives in Syrian culture?,no_rag
9,How do Syrians traditionally make pita bread?,no_rag
10,What’s a common Syrian greeting?,no_rag
11,Can you tell me about a Syrian holiday?,no_rag
12,What’s the role of tea in Syrian social life?,no_rag
13,How does Syria celebrate New Year?,no_rag
14,What’s a traditional Syrian instrument?,no_rag
15,Can you describe Syrian hospitality?,no_rag
16,What’s a popular Syrian sport?,no_rag
17,How do Syrians celebrate birthdays?,no_rag
18,What’s the significance of Damascus in Syrian history?,no_rag
19,Can you tell me about a Syrian tradition?,no_rag
20,What’s a common Syrian phrase?,no_rag
21,How does Syria observe Ramadan?,no_rag
22,What’s a famous Syrian landmark?,no_rag
23,Can you describe a Syrian market?,no_rag
24,What’s a traditional Syrian craft?,no_rag
25,How do Syrians prepare for Eid al-Fitr?,no_rag
26,What’s the name of a Syrian mountain range?,no_rag
27,Can you tell me about Syrian music?,no_rag
28,What’s a popular Syrian fruit?,no_rag
29,How do Syrians celebrate spring?,no_rag
30,What’s the significance of Aleppo in Syrian history?,no_rag
31,Can you describe a Syrian village?,no_rag
32,What’s a traditional Syrian game?,no_rag
33,How do Syrians welcome guests?,no_rag
34,What’s a famous Syrian historical figure?,no_rag
35,Can you tell me about Syrian architecture?,no_rag
36,What’s a common Syrian expression?,no_rag
37,How does Syria celebrate Christmas?,no_rag
38,What’s the name of a Syrian desert?,no_rag
39,Can you describe a Syrian meal?,no_rag
40,What’s a traditional Syrian drink?,no_rag
41,How do Syrians celebrate harvest season?,no_rag
42,What’s the significance of the Umayyad Mosque?,no_rag
43,Can you tell me about Syrian festivals?,no_rag
44,What’s a popular Syrian souvenir?,no_rag
45,How do Syrians prepare for weddings?,no_rag
46,What’s the name of a Syrian river?,no_rag
47,Can you describe a Syrian city?,no_rag
48,What’s a traditional Syrian dance?,no_rag
49,How do Syrians celebrate Nowruz?,no_rag
