,question,label
0,What is the capital of Syria?,no_rag
1,Can you tell me about Syrian cuisine?,no_rag
2,What is the name of the famous river in Syria?,no_rag
3,How do people in Syria celebrate Eid?,no_rag
4,What is the significance of Damascus in Syrian history?,no_rag
5,Can you describe a traditional Syrian dish?,no_rag
6,What is the name of the highest mountain in Syria?,no_rag
7,How does Syrian music sound?,no_rag
8,What is the role of olives in Syrian culture?,no_rag
9,Can you tell me about Syrian hospitality?,no_rag
10,What is the name of the ancient city in Syria known for its ruins?,no_rag
11,How do Syrians typically greet each other?,no_rag
12,What is the name of the Syrian currency?,no_rag
13,Can you tell me about Syrian festivals?,no_rag
14,What is the significance of the Euphrates River in Syria?,no_rag
15,How does Syrian architecture reflect its history?,no_rag
16,What is the name of the Syrian dessert that is popular?,no_rag
17,Can you tell me about Syrian traditions?,no_rag
18,"What is the name of the Syrian city known as the ""Pearl of the Desert""?",no_rag
19,How do Syrians celebrate weddings?,no_rag
20,What is the name of the Syrian dish made with eggplants?,no_rag
21,Can you tell me about Syrian folklore?,no_rag
22,What is the name of the Syrian mountain range?,no_rag
23,How does Syrian culture influence its art?,no_rag
24,What is the name of the Syrian city known for its ancient history?,no_rag
25,Can you tell me about Syrian customs?,no_rag
26,What is the name of the Syrian fruit that is widely consumed?,no_rag
27,How does Syrian cuisine use spices?,no_rag
28,What is the name of the Syrian instrument used in traditional music?,no_rag
29,Can you tell me about Syrian proverbs?,no_rag
30,What is the name of the Syrian city known for its olive groves?,no_rag
31,How does Syrian culture view family?,no_rag
32,What is the name of the Syrian dish made with bulgur?,no_rag
33,Can you tell me about Syrian dances?,no_rag
34,What is the name of the Syrian city known for its ancient walls?,no_rag
35,How does Syrian culture celebrate religious holidays?,no_rag
36,What is the name of the Syrian dessert made with honey?,no_rag
37,Can you tell me about Syrian crafts?,no_rag
38,What is the name of the Syrian city known for its historical sites?,no_rag
39,How does Syrian culture influence its literature?,no_rag
40,What is the name of the Syrian dish made with chickpeas?,no_rag
41,Can you tell me about Syrian traditions during Ramadan?,no_rag
42,What is the name of the Syrian city known for its vibrant markets?,no_rag
43,How does Syrian culture view education?,no_rag
44,What is the name of the Syrian instrument used in traditional music?,no_rag
45,Can you tell me about Syrian customs during weddings?,no_rag
46,What is the name of the Syrian city known for its ancient history?,no_rag
47,How does Syrian culture influence its cuisine?,no_rag
48,What is the name of the Syrian dish made with yogurt?,no_rag
49,Can you tell me about Syrian proverbs related to hospitality?,no_rag
50,What is the name of the Syrian city known for its beautiful landscapes?,no_rag
51,How does Syrian culture view friendship?,no_rag
52,What is the name of the Syrian dish made with meat?,no_rag
53,Can you tell me about Syrian customs during Eid?,no_rag
54,What is the name of the Syrian city known for its historical significance?,no_rag
55,How does Syrian culture influence its music?,no_rag
56,What is the name of the Syrian dessert made with nuts?,no_rag
57,Can you tell me about Syrian traditions during harvest season?,no_rag
58,What is the name of the Syrian city known for its ancient ruins?,no_rag
59,How does Syrian culture view respect for elders?,no_rag
60,What is the name of the Syrian dish made with vegetables?,no_rag
61,Can you tell me about Syrian customs during funerals?,no_rag
62,What is the name of the Syrian city known for its cultural heritage?,no_rag
63,How does Syrian culture influence its art?,no_rag
64,What is the name of the Syrian instrument used in traditional music?,no_rag
65,Can you tell me about Syrian proverbs related to life?,no_rag
66,What is the name of the Syrian city known for its beautiful architecture?,no_rag
67,How does Syrian culture view community?,no_rag
68,What is the name of the Syrian dish made with grains?,no_rag
69,Can you tell me about Syrian traditions during holidays?,no_rag
70,What is the name of the Syrian city known for its historical landmarks?,no_rag
71,How does Syrian culture influence its cuisine?,no_rag
72,What is the name of the Syrian dessert made with cream?,no_rag
73,Can you tell me about Syrian customs during births?,no_rag
74,What is the name of the Syrian city known for its vibrant culture?,no_rag
75,How does Syrian culture view family gatherings?,no_rag
76,What is the name of the Syrian dish made with fish?,no_rag
77,Can you tell me about Syrian traditions during spring?,no_rag
78,What is the name of the Syrian city known for its ancient history?,no_rag
79,How does Syrian culture influence its literature?,no_rag
80,What is the name of the Syrian instrument used in traditional music?,no_rag
81,Can you tell me about Syrian proverbs related to wisdom?,no_rag
82,What is the name of the Syrian city known for its beautiful gardens?,no_rag
83,How does Syrian culture view education?,no_rag
84,What is the name of the Syrian dish made with eggs?,no_rag
85,Can you tell me about Syrian customs during weddings?,no_rag
86,What is the name of the Syrian city known for its historical sites?,no_rag
87,How does Syrian culture influence its music?,no_rag
88,What is the name of the Syrian dessert made with dates?,no_rag
89,Can you tell me about Syrian traditions during Ramadan?,no_rag
90,What is the name of the Syrian city known for its vibrant markets?,no_rag
91,How does Syrian culture view respect?,no_rag
92,What is the name of the Syrian dish made with lentils?,no_rag
93,Can you tell me about Syrian customs during Eid?,no_rag
94,What is the name of the Syrian city known for its cultural significance?,no_rag
95,How does Syrian culture influence its art?,no_rag
96,What is the name of the Syrian instrument used in traditional music?,no_rag
97,Can you tell me about Syrian proverbs related to friendship?,no_rag
98,What is the name of the Syrian city known for its beautiful landscapes?,no_rag
99,How does Syrian culture view hospitality?,no_rag
