,question,label
0,What is the capital of Syria?,no_rag
1,Can you tell me about a traditional Syrian dish?,no_rag
2,What are some popular Syrian holidays?,no_rag
3,How do people in Syria celebrate Eid?,no_rag
4,What is the name of the famous mosque in Damascus?,no_rag
5,Can you describe a typical Syrian marketplace?,no_rag
6,What is the significance of the Euphrates River in Syria?,no_rag
7,How does Syrian culture influence its music?,no_rag
8,What are some common Syrian last names?,no_rag
9,Can you explain the basics of Syrian etiquette?,no_rag
10,What is the role of tea in Syrian social life?,no_rag
11,How does Syrian architecture reflect its history?,no_rag
12,What are some famous Syrian landmarks?,no_rag
13,Can you tell me about Syrian folklore?,no_rag
14,What is the significance of the Syrian flag?,no_rag
15,How does Syrian cuisine vary by region?,no_rag
16,What are some popular sports in Syria?,no_rag
17,Can you describe a traditional Syrian home?,no_rag
18,What is the importance of hospitality in Syrian culture?,no_rag
19,How does Syrian art reflect its cultural heritage?,no_rag
20,What are some common Syrian proverbs?,no_rag
21,Can you tell me about Syrian festivals?,no_rag
22,What is the significance of the Damascus Rose?,no_rag
23,How does Syrian education system work?,no_rag
24,Can you describe a typical Syrian breakfast?,no_rag
25,What are some famous Syrian poets?,no_rag
26,How does Syrian culture view family?,no_rag
27,Can you tell me about Syrian traditional clothing?,no_rag
28,What is the significance of the ancient city of Palmyra?,no_rag
29,How does Syrian culture influence its literature?,no_rag
30,What are some popular Syrian desserts?,no_rag
31,Can you describe the Syrian dialect?,no_rag
32,What is the role of religion in Syrian society?,no_rag
33,How does Syrian culture celebrate weddings?,no_rag
34,Can you tell me about Syrian traditional dances?,no_rag
35,What are some famous Syrian historical figures?,no_rag
36,How does Syrian culture view education?,no_rag
37,Can you describe the Syrian countryside?,no_rag
38,What is the significance of the Syrian currency?,no_rag
39,How does Syrian culture influence its cinema?,no_rag
40,What are some popular Syrian soups?,no_rag
41,Can you tell me about Syrian traditional crafts?,no_rag
42,What is the significance of the Syrian desert?,no_rag
43,How does Syrian culture view food?,no_rag
44,Can you describe a typical Syrian evening?,no_rag
45,What are some famous Syrian scientists?,no_rag
46,How does Syrian culture influence its music?,no_rag
47,Can you tell me about Syrian traditional games?,no_rag
48,What is the significance of the Syrian mountains?,no_rag
49,How does Syrian culture view art?,no_rag
50,What are some popular Syrian fruits?,no_rag
51,Can you describe the Syrian coastline?,no_rag
52,What is the significance of the Syrian alphabet?,no_rag
53,How does Syrian culture influence its cuisine?,no_rag
54,Can you tell me about Syrian traditional jewelry?,no_rag
55,What is the significance of the Syrian New Year?,no_rag
56,How does Syrian culture view friendship?,no_rag
57,Can you describe the Syrian climate?,no_rag
58,What are some famous Syrian athletes?,no_rag
59,How does Syrian culture influence its traditions?,no_rag
60,Can you tell me about Syrian traditional instruments?,no_rag
61,What is the significance of the Syrian revolution?,no_rag
62,How does Syrian culture view family gatherings?,no_rag
63,Can you describe the Syrian way of life?,no_rag
64,What are some popular Syrian TV shows?,no_rag
65,How does Syrian culture influence its language?,no_rag
66,Can you tell me about Syrian traditional medicine?,no_rag
67,What is the significance of the Syrian flag colors?,no_rag
68,How does Syrian culture view respect for elders?,no_rag
69,Can you describe the Syrian education system?,no_rag
70,What are some famous Syrian authors?,no_rag
71,How does Syrian culture influence its festivals?,no_rag
72,Can you tell me about Syrian traditional sports?,no_rag
73,What is the significance of the Syrian desert castles?,no_rag
74,How does Syrian culture view hospitality?,no_rag
75,Can you describe the Syrian way of greeting?,no_rag
76,What are some popular Syrian social media platforms?,no_rag
77,How does Syrian culture influence its art?,no_rag
78,Can you tell me about Syrian traditional weddings?,no_rag
79,What is the significance of the Syrian national anthem?,no_rag
80,How does Syrian culture view food sharing?,no_rag
81,Can you describe the Syrian way of celebrating birthdays?,no_rag
82,What are some famous Syrian actresses?,no_rag
83,How does Syrian culture influence its theater?,no_rag
84,Can you tell me about Syrian traditional clothing styles?,no_rag
85,What is the significance of the Syrian revolution flag?,no_rag
86,How does Syrian culture view education for women?,no_rag
87,Can you describe the Syrian way of life in villages?,no_rag
88,What are some popular Syrian video games?,no_rag
89,How does Syrian culture influence its cuisine?,no_rag
90,Can you tell me about Syrian traditional dances?,no_rag
91,What is the significance of the Syrian national day?,no_rag
92,How does Syrian culture view respect for teachers?,no_rag
93,Can you describe the Syrian way of making coffee?,no_rag
94,What are some famous Syrian singers?,no_rag
95,How does Syrian culture influence its music?,no_rag
96,Can you tell me about Syrian traditional festivals?,no_rag
97,What is the significance of the Syrian national museum?,no_rag
98,How does Syrian culture view family values?,no_rag
99,Can you describe the Syrian way of life in cities?,no_rag
