,question,label
0,What is the capital of Syria?,no_rag
1,What is a traditional Syrian dish?,no_rag
2,Can you describe a traditional Syrian wedding?,no_rag
3,What’s your favorite Syrian food?,no_rag
4,How are you?,no_rag
5,That’s fascinating!,no_rag
6,What is the name of the famous mosque in Damascus?,no_rag
7,Can you tell me about a Syrian holiday?,no_rag
8,What do you think about ancient Syrian architecture?,no_rag
9,Hello!,no_rag
10,What is a popular Syrian dessert?,no_rag
11,Good morning!,no_rag
12,What’s up?,no_rag
13,Tell me something interesting about Syria.,no_rag
14,Thank you!,no_rag
15,How do people in Syria celebrate Eid?,no_rag
16,What is the name of the ancient city in Syria known for its ruins?,no_rag
17,Can you recommend a Syrian recipe?,no_rag
18,What do you like about Syrian music?,no_rag
19,"Wow, that’s interesting!",no_rag
