,question,label
0,Hello!,no_rag
1,What’s your favorite Syrian dish?,no_rag
2,Can you tell me something interesting about Syria?,no_rag
3,What do you think about Syrian music?,no_rag
4,How are you today?,no_rag
5,What’s the capital of Syria?,no_rag
6,Can you describe a traditional Syrian wedding?,no_rag
7,What do you know about Syrian cuisine?,no_rag
8,How does Syria celebrate Eid?,no_rag
9,What’s a popular Syrian dessert?,no_rag
10,Can you recommend a Syrian movie?,no_rag
11,What’s the name of the famous Syrian poet?,no_rag
12,How do people in Syria greet each other?,no_rag
13,What’s your favorite Syrian city?,no_rag
14,Can you tell me about Syrian hospitality?,no_rag
15,What’s the significance of Damascus in Syrian history?,no_rag
16,How does Syria celebrate New Year?,no_rag
17,What’s a traditional Syrian dance?,no_rag
18,Can you describe Syrian architecture?,no_rag
19,What’s the name of the highest mountain in Syria?,no_rag
20,How do Syrians typically spend their weekends?,no_rag
21,What’s a popular Syrian sport?,no_rag
22,Can you tell me about Syrian festivals?,no_rag
23,What’s the name of the famous Syrian singer?,no_rag
24,How does Syria celebrate Christmas?,no_rag
25,What’s a traditional Syrian game?,no_rag
26,Can you describe the Syrian flag?,no_rag
27,What’s the name of the longest river in Syria?,no_rag
28,How do Syrians celebrate birthdays?,no_rag
29,What’s a popular Syrian dessert?,no_rag
30,Can you tell me about Syrian traditions?,no_rag
31,What’s the name of the oldest city in Syria?,no_rag
32,How do Syrians typically greet their elders?,no_rag
33,What’s a famous Syrian landmark?,no_rag
34,Can you describe Syrian clothing?,no_rag
35,What’s the name of the Syrian currency?,no_rag
36,How do Syrians celebrate Ramadan?,no_rag
37,What’s a traditional Syrian instrument?,no_rag
38,Can you tell me about Syrian art?,no_rag
39,What’s the name of the Syrian national dish?,no_rag
40,How do Syrians express gratitude?,no_rag
41,What’s a popular Syrian drink?,no_rag
42,Can you describe Syrian landscapes?,no_rag
43,What’s the name of the Syrian national anthem?,no_rag
44,How do Syrians celebrate weddings?,no_rag
45,What’s a traditional Syrian craft?,no_rag
46,Can you tell me about Syrian mythology?,no_rag
47,What’s the name of the Syrian president?,no_rag
48,How do Syrians typically spend their evenings?,no_rag
49,What’s a famous Syrian proverb?,no_rag
50,Can you describe Syrian weather?,no_rag
51,What’s the name of the Syrian national animal?,no_rag
52,How do Syrians celebrate Mother’s Day?,no_rag
53,What’s a popular Syrian song?,no_rag
54,Can you tell me about Syrian education?,no_rag
55,What’s the name of the Syrian national flower?,no_rag
56,How do Syrians typically greet friends?,no_rag
57,What’s a traditional Syrian story?,no_rag
58,Can you describe Syrian markets?,no_rag
59,What’s the name of the Syrian national tree?,no_rag
60,How do Syrians celebrate Father’s Day?,no_rag
61,What’s a famous Syrian dish?,no_rag
62,Can you tell me about Syrian transportation?,no_rag
63,What’s the name of the Syrian national bird?,no_rag
64,How do Syrians typically spend their holidays?,no_rag
65,What’s a popular Syrian tradition?,no_rag
66,Can you describe Syrian schools?,no_rag
67,What’s the name of the Syrian national holiday?,no_rag
68,How do Syrians celebrate graduation?,no_rag
69,What’s a traditional Syrian game?,no_rag
70,Can you tell me about Syrian museums?,no_rag
71,What’s the name of the Syrian national airline?,no_rag
72,How do Syrians typically greet tourists?,no_rag
73,What’s a famous Syrian landmark?,no_rag
74,Can you describe Syrian universities?,no_rag
75,What’s the name of the Syrian national library?,no_rag
76,How do Syrians celebrate spring?,no_rag
77,What’s a popular Syrian tradition?,no_rag
78,Can you tell me about Syrian theaters?,no_rag
79,What’s the name of the Syrian national stadium?,no_rag
80,How do Syrians typically spend their free time?,no_rag
81,What’s a traditional Syrian dance?,no_rag
82,Can you describe Syrian hospitals?,no_rag
83,What’s the name of the Syrian national hospital?,no_rag
84,How do Syrians celebrate summer?,no_rag
85,What’s a famous Syrian hospital?,no_rag
86,Can you tell me about Syrian healthcare?,no_rag
87,What’s the name of the Syrian national park?,no_rag
88,How do Syrians typically spend their weekends?,no_rag
89,What’s a popular Syrian park?,no_rag
90,Can you describe Syrian nature reserves?,no_rag
91,What’s the name of the Syrian national forest?,no_rag
92,How do Syrians celebrate autumn?,no_rag
93,What’s a traditional Syrian festival?,no_rag
94,Can you tell me about Syrian wildlife?,no_rag
95,What’s the name of the Syrian national zoo?,no_rag
96,How do Syrians typically spend their winters?,no_rag
97,What’s a famous Syrian zoo?,no_rag
98,Can you describe Syrian zoos?,no_rag
99,What’s the name of the Syrian national botanical garden?,no_rag
