,question,label
0,What is the capital of Syria?,no_rag
1,Can you tell me about a traditional Syrian dish?,no_rag
2,What is the name of the famous mosque in Damascus?,no_rag
3,How do people in Syria typically celebrate Eid?,no_rag
4,What is the significance of the Euphrates River in Syria?,no_rag
5,Can you describe a traditional Syrian wedding?,no_rag
6,What is the name of the highest mountain in Syria?,no_rag
7,How does Syria celebrate New Year?,no_rag
8,What is a popular sport in Syria?,no_rag
9,Can you tell me about the ancient city of Palmyra?,no_rag
10,What is the main religion in Syria?,no_rag
11,How do Syrians usually greet each other?,no_rag
12,What is the name of the Syrian currency?,no_rag
13,Can you explain the Syrian flag's colors?,no_rag
14,What is a common Syrian dessert?,no_rag
15,How does Syria celebrate Independence Day?,no_rag
16,What is the name of a famous Syrian poet?,no_rag
17,Can you tell me about the Damascus Opera House?,no_rag
18,What is the significance of the Aleppo Citadel?,no_rag
19,How do Syrians typically spend their weekends?,no_rag
20,What is the name of the largest city in Syria?,no_rag
21,Can you describe the Syrian landscape?,no_rag
22,What is the name of a traditional Syrian instrument?,no_rag
23,How does Syria celebrate Christmas?,no_rag
24,What is the name of the Syrian president?,no_rag
25,Can you tell me about the ancient city of Bosra?,no_rag
26,What is the significance of the Orontes River in Syria?,no_rag
27,How do Syrians usually express gratitude?,no_rag
28,What is the name of a famous Syrian actor?,no_rag
29,Can you describe the Syrian education system?,no_rag
30,What is the name of the Syrian national dish?,no_rag
31,How does Syria celebrate Ramadan?,no_rag
32,What is the name of the Syrian national anthem?,no_rag
33,Can you tell me about the Syrian dialect?,no_rag
34,What is the name of a famous Syrian singer?,no_rag
35,How do Syrians typically welcome guests?,no_rag
36,What is the name of the Syrian national flower?,no_rag
37,Can you describe the Syrian climate?,no_rag
38,What is the name of a famous Syrian painter?,no_rag
39,How does Syria celebrate Mother's Day?,no_rag
40,What is the name of the Syrian national animal?,no_rag
41,Can you tell me about the Syrian railway system?,no_rag
42,What is the name of a famous Syrian writer?,no_rag
43,How do Syrians usually spend their summers?,no_rag
44,What is the name of the Syrian national bird?,no_rag
45,Can you describe the Syrian transportation system?,no_rag
46,What is the name of a famous Syrian scientist?,no_rag
47,How does Syria celebrate Labor Day?,no_rag
48,What is the name of the Syrian national tree?,no_rag
49,Can you tell me about the Syrian postal system?,no_rag
50,What is the name of a famous Syrian athlete?,no_rag
51,How do Syrians usually celebrate birthdays?,no_rag
52,What is the name of the Syrian national holiday?,no_rag
53,Can you describe the Syrian healthcare system?,no_rag
54,What is the name of a famous Syrian musician?,no_rag
55,How do Syrians typically express love?,no_rag
56,What is the name of the Syrian national dance?,no_rag
57,Can you tell me about the Syrian telecommunications system?,no_rag
58,What is the name of a famous Syrian artist?,no_rag
59,How does Syria celebrate Children's Day?,no_rag
60,What is the name of the Syrian national emblem?,no_rag
61,Can you describe the Syrian judicial system?,no_rag
62,What is the name of a famous Syrian inventor?,no_rag
63,How do Syrians usually spend their evenings?,no_rag
64,What is the name of the Syrian national museum?,no_rag
65,Can you tell me about the Syrian banking system?,no_rag
66,What is the name of a famous Syrian explorer?,no_rag
67,How does Syria celebrate Teachers' Day?,no_rag
68,What is the name of the Syrian national library?,no_rag
69,Can you describe the Syrian agricultural system?,no_rag
70,What is the name of a famous Syrian philanthropist?,no_rag
71,How do Syrians usually express happiness?,no_rag
72,What is the name of the Syrian national archive?,no_rag
73,Can you tell me about the Syrian tourism industry?,no_rag
74,What is the name of a famous Syrian entrepreneur?,no_rag
75,How do Syrians typically celebrate graduation?,no_rag
76,What is the name of the Syrian national theater?,no_rag
77,Can you describe the Syrian energy sector?,no_rag
78,What is the name of a famous Syrian chef?,no_rag
79,How does Syria celebrate New Year's Eve?,no_rag
80,What is the name of the Syrian national airline?,no_rag
81,Can you tell me about the Syrian railway network?,no_rag
82,What is the name of a famous Syrian architect?,no_rag
83,How do Syrians usually spend their holidays?,no_rag
84,What is the name of the Syrian national park?,no_rag
85,Can you describe the Syrian wildlife?,no_rag
86,What is the name of a famous Syrian journalist?,no_rag
87,How does Syria celebrate Armed Forces Day?,no_rag
88,What is the name of the Syrian national monument?,no_rag
89,Can you tell me about the Syrian media outlets?,no_rag
90,What is the name of a famous Syrian filmmaker?,no_rag
91,How do Syrians usually express condolences?,no_rag
92,What is the name of the Syrian national newspaper?,no_rag
93,Can you describe the Syrian education system?,no_rag
94,What is the name of a famous Syrian comedian?,no_rag
95,How does Syria celebrate Martyrs' Day?,no_rag
96,What is the name of the Syrian national television?,no_rag
97,Can you tell me about the Syrian postal service?,no_rag
98,What is the name of a famous Syrian fashion designer?,no_rag
99,How do Syrians usually express congratulations?,no_rag
