,question,label
0,Hello!,no_rag
1,How are you?,no_rag
2,What’s your favorite Syrian dish?,no_rag
3,Can you tell me about Syrian music?,no_rag
4,What’s a traditional Syrian festival?,no_rag
5,How does Syria celebrate holidays?,no_rag
6,What’s special about Syrian architecture?,no_rag
7,Can you describe a typical Syrian meal?,no_rag
8,What do you know about Syrian traditions?,no_rag
9,How does Syria celebrate weddings?,no_rag
10,What’s the significance of Damascus in Syrian history?,no_rag
11,Can you explain Syrian hospitality?,no_rag
12,What’s a popular Syrian dessert?,no_rag
13,How does Syria observe Ramadan?,no_rag
14,What’s unique about Syrian crafts?,no_rag
15,Can you tell me about Syrian folklore?,no_rag
16,What’s a common Syrian greeting?,no_rag
17,How does Syria celebrate Eid?,no_rag
18,What’s the role of family in Syrian culture?,no_rag
19,Can you describe a Syrian marketplace?,no_rag
20,What’s a traditional Syrian dance?,no_rag
21,How does Syria honor its heritage?,no_rag
22,What’s a popular Syrian sport?,no_rag
23,Can you tell me about Syrian art?,no_rag
24,What’s the significance of Aleppo in Syria?,no_rag
25,How does Syria celebrate Christmas?,no_rag
26,What’s a traditional Syrian instrument?,no_rag
27,Can you describe Syrian clothing?,no_rag
28,What’s the importance of olives in Syria?,no_rag
29,How does Syria celebrate New Year?,no_rag
30,What’s a traditional Syrian game?,no_rag
31,Can you tell me about Syrian literature?,no_rag
32,What’s the role of tea in Syrian culture?,no_rag
33,How does Syria celebrate birthdays?,no_rag
34,What’s a traditional Syrian dessert?,no_rag
35,Can you describe Syrian landscapes?,no_rag
36,What’s the significance of the Euphrates River in Syria?,no_rag
37,How does Syria celebrate harvest season?,no_rag
38,What’s a traditional Syrian proverb?,no_rag
39,Can you tell me about Syrian mythology?,no_rag
40,What’s the role of coffee in Syrian culture?,no_rag
41,How does Syria celebrate spring?,no_rag
42,What’s a traditional Syrian dish for special occasions?,no_rag
43,Can you describe Syrian architecture?,no_rag
44,What’s the significance of the Damascus Rose?,no_rag
45,How does Syria celebrate Mother’s Day?,no_rag
46,What’s a traditional Syrian musical instrument?,no_rag
47,Can you tell me about Syrian customs?,no_rag
48,What’s the role of education in Syrian culture?,no_rag
49,How does Syria celebrate cultural festivals?,no_rag
