,question,label
0,What is the capital of Syria?,no_rag
1,What is a traditional Syrian dish?,no_rag
2,Can you tell me about a famous Syrian landmark?,no_rag
3,How do people in Syria celebrate Eid?,no_rag
4,What is the name of the highest mountain in Syria?,no_rag
5,Can you describe a traditional Syrian wedding?,no_rag
6,What is the main religion in Syria?,no_rag
7,What do you think about Syrian cuisine?,no_rag
8,Can you name a famous Syrian poet?,no_rag
9,How does Syria celebrate New Year?,no_rag
10,What is the significance of Damascus in Syrian history?,no_rag
11,Can you tell me about a popular Syrian dessert?,no_rag
12,What is the name of the largest city in Syria?,no_rag
13,How do Syrians typically greet each other?,no_rag
14,Can you describe the climate in Syria?,no_rag
15,What is a common Syrian surname?,no_rag
16,Can you tell me about a traditional Syrian instrument?,no_rag
17,What is the name of the Syrian currency?,no_rag
18,How do Syrians celebrate birthdays?,no_rag
19,Can you name a famous Syrian historical figure?,no_rag
20,What is the name of the Syrian flag's colors?,no_rag
21,Can you tell me about a Syrian tradition?,no_rag
22,What is the name of a popular Syrian sport?,no_rag
23,How do Syrians usually spend their weekends?,no_rag
24,Can you describe a typical Syrian meal?,no_rag
25,What is the name of a famous Syrian mosque?,no_rag
26,Can you tell me about Syrian hospitality?,no_rag
27,What is the name of a Syrian holiday?,no_rag
28,Can you name a famous Syrian actress?,no_rag
29,What is the name of a Syrian river?,no_rag
30,Can you tell me about Syrian coffee culture?,no_rag
31,What is the name of a Syrian university?,no_rag
32,Can you describe a Syrian market?,no_rag
33,What is the name of a famous Syrian singer?,no_rag
34,Can you tell me about Syrian festivals?,no_rag
35,What is the name of a Syrian mountain range?,no_rag
36,Can you name a famous Syrian author?,no_rag
37,What is the name of a Syrian lake?,no_rag
38,Can you tell me about Syrian music?,no_rag
39,What is the name of a famous Syrian painter?,no_rag
40,Can you describe a Syrian dance?,no_rag
41,What is the name of a Syrian island?,no_rag
42,Can you tell me about Syrian architecture?,no_rag
43,What is the name of a famous Syrian scientist?,no_rag
44,Can you name a Syrian tradition?,no_rag
45,What is the name of a Syrian holiday?,no_rag
46,Can you tell me about Syrian art?,no_rag
47,What is the name of a famous Syrian athlete?,no_rag
48,Can you describe a Syrian custom?,no_rag
49,What is the name of a Syrian historical site?,no_rag
