,question,label
0,What is a traditional Syrian dish?,no_rag
1,How do people in Syria celebrate Eid?,no_rag
2,Can you describe a typical Syrian wedding?,no_rag
3,What is the significance of the Umayyad Mosque?,no_rag
4,Hello! How are you?,no_rag
5,What do you think about Syrian music?,no_rag
6,Can you tell me about a famous Syrian poet?,no_rag
7,How does Syria celebrate New Year?,no_rag
8,What is your favorite Syrian dessert?,no_rag
9,What do you know about Syrian traditional clothing?,no_rag
10,Good morning! How can I learn more about Syrian culture?,no_rag
11,What are some popular Syrian proverbs?,no_rag
12,Can you recommend a Syrian dish I should try?,no_rag
13,How does Syrian architecture reflect its history?,no_rag
14,What is the role of hospitality in Syrian culture?,no_rag
15,Can you tell me a famous Syrian saying?,no_rag
16,How does Syria celebrate Christmas?,no_rag
17,What is a popular Syrian drink?,no_rag
18,Can you describe a traditional Syrian home?,no_rag
19,What is your favorite Syrian holiday?,no_rag
20,How does Syrian cuisine differ from other Middle Eastern cuisines?,no_rag
21,Can you tell me about a famous Syrian historical figure?,no_rag
22,What is the significance of the Syrian flag?,no_rag
23,How does Syrian art reflect its culture?,no_rag
24,Can you recommend a Syrian book to read?,no_rag
25,What is a traditional Syrian instrument?,no_rag
26,How does Syria celebrate Ramadan?,no_rag
27,Can you tell me about Syrian folklore?,no_rag
28,What is a popular Syrian sport?,no_rag
29,Can you describe a Syrian market?,no_rag
30,How does Syrian culture view education?,no_rag
31,What is a traditional Syrian dance?,no_rag
32,Can you tell me about Syrian customs?,no_rag
33,How does Syria celebrate Mother's Day?,no_rag
34,What is a famous Syrian landmark?,no_rag
35,Can you recommend a Syrian movie?,no_rag
36,How does Syrian culture influence its food?,no_rag
37,What is a traditional Syrian game?,no_rag
38,Can you tell me about Syrian festivals?,no_rag
39,How does Syria celebrate Independence Day?,no_rag
40,What is a popular Syrian dessert?,no_rag
41,Can you describe a Syrian traditional outfit?,no_rag
42,How does Syrian culture view family?,no_rag
43,What is a famous Syrian historical site?,no_rag
44,Can you tell me about Syrian traditions?,no_rag
45,How does Syria celebrate Easter?,no_rag
46,What is a traditional Syrian craft?,no_rag
47,Can you recommend a Syrian recipe?,no_rag
48,How does Syrian architecture reflect its history?,no_rag
49,What is a popular Syrian song?,no_rag
50,Can you describe a Syrian celebration?,no_rag
51,How does Syrian culture influence its music?,no_rag
52,What is a traditional Syrian instrument?,no_rag
53,Can you tell me about Syrian customs?,no_rag
54,How does Syria celebrate Nowruz?,no_rag
55,What is a famous Syrian dish?,no_rag
56,Can you recommend a Syrian restaurant?,no_rag
57,How does Syrian culture view hospitality?,no_rag
58,What is a traditional Syrian dance?,no_rag
59,Can you tell me about Syrian traditions?,no_rag
60,How does Syria celebrate Labor Day?,no_rag
61,What is a popular Syrian holiday?,no_rag
62,Can you describe a Syrian market?,no_rag
63,How does Syrian culture influence its art?,no_rag
64,What is a traditional Syrian food?,no_rag
65,Can you recommend a Syrian dish?,no_rag
66,How does Syrian architecture reflect its culture?,no_rag
67,What is a famous Syrian landmark?,no_rag
68,Can you tell me about Syrian history?,no_rag
69,How does Syria celebrate Victory Day?,no_rag
70,What is a traditional Syrian craft?,no_rag
71,Can you describe a Syrian celebration?,no_rag
72,How does Syrian culture view education?,no_rag
73,What is a popular Syrian sport?,no_rag
74,Can you tell me about Syrian customs?,no_rag
75,How does Syria celebrate Martyrs' Day?,no_rag
76,What is a famous Syrian historical figure?,no_rag
77,Can you recommend a Syrian book?,no_rag
78,How does Syrian culture influence its cuisine?,no_rag
79,What is a traditional Syrian instrument?,no_rag
80,Can you describe a Syrian traditional outfit?,no_rag
81,How does Syrian culture view family?,no_rag
82,What is a popular Syrian dessert?,no_rag
83,Can you tell me about Syrian folklore?,no_rag
84,How does Syria celebrate Christmas?,no_rag
85,What is a traditional Syrian game?,no_rag
86,Can you recommend a Syrian movie?,no_rag
87,How does Syrian architecture reflect its history?,no_rag
88,What is a famous Syrian poet?,no_rag
89,Can you describe a Syrian home?,no_rag
90,How does Syrian culture influence its music?,no_rag
91,What is a traditional Syrian dish?,no_rag
92,Can you tell me about Syrian traditions?,no_rag
93,How does Syria celebrate Eid?,no_rag
94,What is a popular Syrian holiday?,no_rag
95,Can you recommend a Syrian recipe?,no_rag
96,How does Syrian culture view hospitality?,no_rag
97,What is a traditional Syrian dance?,no_rag
98,Can you describe a Syrian market?,no_rag
99,How does Syrian culture influence its art?,no_rag
