,question,label
0,What is the capital of Syria?,no_rag
1,What language do people speak in Syria?,no_rag
2,Can you tell me a traditional Syrian dish?,no_rag
3,What do you think about ancient Syrian architecture?,no_rag
4,Hello!,no_rag
5,How are you?,no_rag
6,What is the name of the famous mosque in Damascus?,no_rag
7,Thank you!,no_rag
8,What do you know about Syrian culture?,no_rag
9,What's your favorite Syrian food?,no_rag
10,Can you describe a traditional Syrian greeting?,no_rag
11,What's something interesting about Syria?,no_rag
12,Good morning!,no_rag
13,How do people in Syria celebrate special occasions?,no_rag
14,What is a popular sport in Syria?,no_rag
15,Can you tell me about Syrian music?,no_rag
16,What's the weather like in Syria?,no_rag
17,What are some famous landmarks in Syria?,no_rag
18,What do you think about Syrian cuisine?,no_rag
19,Can you tell me a famous Syrian historical figure?,no_rag
20,What's your favorite thing about Syria?,no_rag
21,What do you know about Syrian traditions?,no_rag
22,Can you describe a typical Syrian meal?,no_rag
23,What's something unique about Syria?,no_rag
24,What do you think about Syrian art?,no_rag
25,Can you tell me about Syrian festivals?,no_rag
26,What's a common greeting in Syria?,no_rag
27,What do you know about Syrian history?,no_rag
28,Can you tell me about Syrian literature?,no_rag
29,What's your favorite Syrian tradition?,no_rag
