,question,label
0,Hello!,no_rag
1,How are you?,no_rag
2,What’s your favorite Syrian dish?,no_rag
3,Can you tell me something interesting about Syria?,no_rag
4,What do you think about ancient Syrian architecture?,no_rag
5,"Good morning, how are you?",no_rag
6,What’s up?,no_rag
7,Tell me about a traditional Syrian festival.,no_rag
8,How does Syria celebrate Eid?,no_rag
9,What’s the significance of the Euphrates River in Syria?,no_rag
10,Can you describe a typical Syrian meal?,no_rag
11,What’s your favorite thing about Syrian culture?,no_rag
12,How do people in Syria usually greet each other?,no_rag
13,What’s a popular Syrian dessert?,no_rag
14,Can you tell me about Syrian music?,no_rag
15,What’s the role of family in Syrian culture?,no_rag
16,How does Syria celebrate weddings?,no_rag
17,What’s a common Syrian tradition?,no_rag
18,Can you tell me about Syrian folklore?,no_rag
19,What’s your favorite Syrian city?,no_rag
20,How do Syrians celebrate New Year?,no_rag
21,What’s the significance of Damascus in Syria?,no_rag
22,Can you describe Syrian hospitality?,no_rag
23,What’s a popular Syrian sport?,no_rag
24,How do Syrians typically spend their weekends?,no_rag
25,What’s the role of tea in Syrian culture?,no_rag
26,Can you tell me about Syrian art?,no_rag
27,What’s a traditional Syrian dance?,no_rag
28,How do Syrians celebrate birthdays?,no_rag
29,What’s your favorite thing about Syrian history?,no_rag
30,Can you describe a Syrian market?,no_rag
31,What’s the significance of Aleppo in Syria?,no_rag
32,How do Syrians celebrate religious holidays?,no_rag
33,What’s a popular Syrian dessert?,no_rag
34,Can you tell me about Syrian cuisine?,no_rag
35,What’s the role of olives in Syrian culture?,no_rag
36,How do Syrians typically prepare for Ramadan?,no_rag
37,What’s a traditional Syrian instrument?,no_rag
38,Can you describe a Syrian village?,no_rag
39,What’s your favorite Syrian historical site?,no_rag
40,How do Syrians celebrate spring?,no_rag
41,What’s the significance of the Damascus Rose?,no_rag
42,Can you tell me about Syrian poetry?,no_rag
43,What’s a popular Syrian proverb?,no_rag
44,How do Syrians express respect to elders?,no_rag
45,What’s a traditional Syrian game?,no_rag
46,Can you describe a Syrian wedding ceremony?,no_rag
47,What’s the role of coffee in Syrian culture?,no_rag
48,How do Syrians typically spend their evenings?,no_rag
49,What’s your favorite thing about Syrian traditions?,no_rag
