,question,label
0,Hello!,no_rag
1,How are you?,no_rag
2,What’s your favorite Syrian dish?,no_rag
3,Can you tell me about a traditional Syrian festival?,no_rag
4,What do you think about ancient Syrian architecture?,no_rag
5,Good morning!,no_rag
6,What’s the capital of Syria?,no_rag
7,Can you describe a typical Syrian meal?,no_rag
8,What language do people speak in Syria?,no_rag
9,Tell me something interesting about Syria.,no_rag
10,How do people in Syria celebrate weddings?,no_rag
11,What’s a popular sport in Syria?,no_rag
12,What do you know about Syrian music?,no_rag
13,Can you recommend a Syrian dessert?,no_rag
14,What’s the weather like in Damascus?,no_rag
15,How does Syria celebrate Eid?,no_rag
16,What’s a famous landmark in Aleppo?,no_rag
17,Can you explain a Syrian tradition?,no_rag
18,What’s the name of the Syrian currency?,no_rag
19,How do you make Syrian flatbread?,no_rag
20,What’s a common greeting in Syria?,no_rag
21,Can you tell me about Syrian coffee?,no_rag
22,What’s the significance of the Euphrates River to Syria?,no_rag
23,How do people in Syria spend their weekends?,no_rag
24,What’s a popular Syrian dance?,no_rag
25,Can you describe a Syrian marketplace?,no_rag
26,What’s the role of family in Syrian culture?,no_rag
27,How does Syria celebrate New Year?,no_rag
28,What’s a traditional Syrian instrument?,no_rag
29,Can you tell me about Syrian hospitality?,no_rag
30,What’s the name of the highest mountain in Syria?,no_rag
31,How do Syrians typically greet each other?,no_rag
32,What’s a famous Syrian poet?,no_rag
33,Can you describe a Syrian village?,no_rag
34,What’s the main religion in Syria?,no_rag
35,How does Syria celebrate Christmas?,no_rag
36,What’s a traditional Syrian game?,no_rag
37,Can you tell me about Syrian cuisine?,no_rag
38,What’s the name of the Syrian flag colors?,no_rag
39,How do Syrians celebrate birthdays?,no_rag
40,What’s a famous Syrian historical figure?,no_rag
41,Can you describe a Syrian city?,no_rag
42,What’s the significance of olives in Syria?,no_rag
43,How do Syrians prepare for Ramadan?,no_rag
44,What’s a popular Syrian soup?,no_rag
45,Can you tell me about Syrian crafts?,no_rag
46,What’s the name of the Syrian national anthem?,no_rag
47,How do Syrians enjoy their evenings?,no_rag
48,What’s a traditional Syrian dessert?,no_rag
49,Can you describe a Syrian sunset?,no_rag
