,question,label
0,Hello!,no_rag
1,How are you?,no_rag
2,What’s your favorite Syrian dish?,no_rag
3,Can you tell me about Syrian music?,no_rag
4,What do you think about ancient Syrian architecture?,no_rag
5,Good morning!,no_rag
6,What’s up?,no_rag
7,Tell me something interesting about Syria.,no_rag
8,How does Syria celebrate holidays?,no_rag
9,What’s the capital of Syria?,no_rag
10,Can you describe a traditional Syrian wedding?,no_rag
11,What do you know about Syrian cuisine?,no_rag
12,What’s the most popular sport in Syria?,no_rag
13,Tell me about Syrian festivals.,no_rag
14,What’s your favorite Syrian dessert?,no_rag
15,How do people in Syria greet each other?,no_rag
16,What’s the weather like in Syria?,no_rag
17,Can you tell me about Syrian art?,no_rag
18,What’s the main language spoken in Syria?,no_rag
19,What do you think about Syrian hospitality?,no_rag
20,What’s a popular Syrian proverb?,no_rag
21,Can you describe a typical Syrian meal?,no_rag
22,What’s the significance of Damascus in Syrian history?,no_rag
23,How does Syria celebrate New Year?,no_rag
24,What’s your favorite Syrian city?,no_rag
25,Can you tell me about Syrian traditions?,no_rag
26,What’s the most famous Syrian landmark?,no_rag
27,How do people in Syria spend their weekends?,no_rag
28,What’s the role of family in Syrian culture?,no_rag
29,Can you tell me about Syrian poetry?,no_rag
30,What’s your favorite Syrian song?,no_rag
31,How does Syria celebrate Eid?,no_rag
32,What’s the significance of Aleppo in Syrian history?,no_rag
33,Can you describe a Syrian marketplace?,no_rag
34,What’s the most popular Syrian drink?,no_rag
35,How do people in Syria stay connected with their heritage?,no_rag
36,What’s your favorite Syrian holiday?,no_rag
37,Can you tell me about Syrian dance?,no_rag
38,What’s the significance of the Euphrates River in Syria?,no_rag
39,How does Syria celebrate Christmas?,no_rag
40,What’s the most famous Syrian dish?,no_rag
41,Can you describe a Syrian home?,no_rag
42,What’s the role of education in Syrian culture?,no_rag
43,How do people in Syria show respect to elders?,no_rag
44,What’s your favorite Syrian tradition?,no_rag
45,Can you tell me about Syrian theater?,no_rag
46,What’s the significance of the Syrian flag?,no_rag
47,How does Syria celebrate Independence Day?,no_rag
48,What’s the most popular Syrian sport?,no_rag
49,Can you describe a Syrian school day?,no_rag
50,What’s the significance of the Umayyad Mosque?,no_rag
51,How do people in Syria enjoy their free time?,no_rag
52,What’s your favorite Syrian custom?,no_rag
53,Can you tell me about Syrian literature?,no_rag
54,What’s the significance of the ancient city of Palmyra?,no_rag
55,How does Syria celebrate Ramadan?,no_rag
56,What’s the most famous Syrian poet?,no_rag
57,Can you describe a Syrian garden?,no_rag
58,What’s the significance of the Syrian desert?,no_rag
59,How do people in Syria stay healthy?,no_rag
60,What’s your favorite Syrian song?,no_rag
61,Can you tell me about Syrian crafts?,no_rag
62,What’s the significance of the Orontes River in Syria?,no_rag
63,How does Syria celebrate Nowruz?,no_rag
64,What’s the most famous Syrian painter?,no_rag
65,Can you describe a Syrian bazaar?,no_rag
66,What’s the significance of the Krak des Chevaliers?,no_rag
67,How do people in Syria celebrate birthdays?,no_rag
68,What’s your favorite Syrian tradition?,no_rag
69,Can you tell me about Syrian mythology?,no_rag
70,What’s the significance of the Syrian coastline?,no_rag
71,How does Syria celebrate Mother’s Day?,no_rag
72,What’s the most famous Syrian scientist?,no_rag
73,Can you describe a Syrian village?,no_rag
74,What’s the significance of the ancient city of Homs?,no_rag
75,How do people in Syria enjoy their evenings?,no_rag
76,What’s your favorite Syrian custom?,no_rag
77,Can you tell me about Syrian folklore?,no_rag
78,What’s the significance of the Syrian mountains?,no_rag
79,How does Syria celebrate Father’s Day?,no_rag
80,What’s the most famous Syrian athlete?,no_rag
81,Can you describe a Syrian farm?,no_rag
82,What’s the significance of the ancient city of Latakia?,no_rag
83,How do people in Syria stay fit?,no_rag
84,What’s your favorite Syrian recipe?,no_rag
85,Can you tell me about Syrian music festivals?,no_rag
86,What’s the significance of the Syrian steppe?,no_rag
87,How does Syria celebrate Labor Day?,no_rag
88,What’s the most famous Syrian actress?,no_rag
89,Can you describe a Syrian beach?,no_rag
90,What’s the significance of the ancient city of Tartous?,no_rag
91,How do people in Syria enjoy their summers?,no_rag
92,What’s your favorite Syrian tradition?,no_rag
93,Can you tell me about Syrian fashion?,no_rag
94,What’s the significance of the Syrian currency?,no_rag
95,How does Syria celebrate Children’s Day?,no_rag
96,What’s the most famous Syrian singer?,no_rag
97,Can you describe a Syrian park?,no_rag
98,What’s the significance of the ancient city of Deir ez-Zor?,no_rag
99,How do people in Syria enjoy their winters?,no_rag
