,question,label
0,What’s your favorite Syrian dish?,no_rag
1,What do people in Syria typically eat for breakfast?,no_rag
2,What’s a traditional Syrian wedding like?,no_rag
3,How do Syrians celebrate Eid?,no_rag
4,What are some beautiful places to visit in Syria?,no_rag
5,What’s the capital city of Syria?,no_rag
6,What’s an important historical site in Syria?,no_rag
7,Who is a famous historical figure from Syria?,no_rag
8,What’s special about the Umayyad Mosque?,no_rag
9,What’s Aleppo known for?,no_rag
10,How are you?,no_rag
11,"That’s fascinating, tell me more!",no_rag
12,What’s something interesting about Syria?,no_rag
13,What do you think about ancient Syrian architecture?,no_rag
14,Hello!,no_rag
15,"Good morning, how are you?",no_rag
16,"Wow, that’s interesting!",no_rag
17,Thank you!,no_rag
18,What’s your favorite Syrian food?,no_rag
19,Tell me something interesting about Syria.,no_rag
