,question,label
0,What is the capital of Syria?,no_rag
1,What is a traditional Syrian dish?,no_rag
2,Can you tell me something interesting about Syria?,no_rag
3,How does Syria celebrate Eid?,no_rag
4,What do you think about Syrian music?,no_rag
5,Hello!,no_rag
6,How are you?,no_rag
7,What is the name of the famous mosque in Damascus?,no_rag
8,What is a popular Syrian dessert?,no_rag
9,Thank you!,no_rag
10,What is the significance of the Euphrates River in Syria?,no_rag
11,How does Syrian architecture reflect its history?,no_rag
12,What is a common greeting in Syria?,no_rag
13,Can you describe a traditional Syrian wedding?,no_rag
14,What is your favorite Syrian food?,no_rag
15,Good morning!,no_rag
16,What is the role of olives in Syrian cuisine?,no_rag
17,How does Syria celebrate New Year?,no_rag
18,What is the name of the highest mountain in Syria?,no_rag
19,What do you think about ancient Syrian art?,no_rag
20,What is the significance of the Aleppo Citadel?,no_rag
21,How does Syrian culture influence its cuisine?,no_rag
22,What is a popular sport in Syria?,no_rag
23,Can you tell me about Syrian hospitality?,no_rag
24,What is the name of the main airport in Damascus?,no_rag
25,How does Syria celebrate Christmas?,no_rag
26,What is the significance of the Damascus Rose?,no_rag
27,What is a traditional Syrian instrument?,no_rag
28,How does Syrian culture view family?,no_rag
29,What is the name of the largest city in Syria?,no_rag
