,question,label
0,What is the capital city of Syria?,no_rag
1,Can you tell me about Syrian cuisine?,no_rag
2,What is the name of the famous river in Syria?,no_rag
3,"Hello, how are you?",no_rag
4,What do you think about Syrian hospitality?,no_rag
5,When was Damascus founded?,no_rag
6,Can you describe a traditional Syrian wedding?,no_rag
7,What is the name of the highest mountain in Syria?,no_rag
8,How do people in Syria celebrate Eid?,no_rag
9,What is your favorite Syrian dish?,no_rag
10,Can you tell me something interesting about Aleppo?,no_rag
11,What is the significance of the Umayyad Mosque?,no_rag
12,"How do you say ""hello"" in Syrian Arabic?",no_rag
13,What is the name of the Syrian currency?,no_rag
14,Can you tell me a famous Syrian proverb?,no_rag
15,What is the main religion in Syria?,no_rag
16,How do Syrians traditionally make kibbeh?,no_rag
17,What is the name of the Syrian desert?,no_rag
18,Can you describe the Syrian flag?,no_rag
19,What is a popular Syrian dessert?,no_rag
20,"How do you say ""thank you"" in Syrian Arabic?",no_rag
21,Can you tell me about Syrian music?,no_rag
22,What is the name of the largest city in Syria?,no_rag
23,How do Syrians celebrate New Year?,no_rag
24,What is your favorite Syrian holiday?,no_rag
25,Can you tell me about Syrian architecture?,no_rag
26,What is the name of the Syrian president?,no_rag
27,"How do you say ""goodbye"" in Syrian Arabic?",no_rag
28,Can you describe a traditional Syrian house?,no_rag
29,What is the name of the Syrian national dish?,no_rag
30,How do Syrians traditionally drink coffee?,no_rag
31,Can you tell me about Syrian festivals?,no_rag
32,What is the name of the Syrian national anthem?,no_rag
33,"How do you say ""yes"" in Syrian Arabic?",no_rag
34,Can you tell me about Syrian dances?,no_rag
35,What is the name of the Syrian national animal?,no_rag
36,How do Syrians celebrate birthdays?,no_rag
37,Can you describe the Syrian climate?,no_rag
38,What is the name of the Syrian national flower?,no_rag
39,"How do you say ""no"" in Syrian Arabic?",no_rag
40,Can you tell me about Syrian traditions?,no_rag
41,What is the name of the Syrian national tree?,no_rag
42,How do Syrians traditionally greet each other?,no_rag
43,Can you describe the Syrian way of life?,no_rag
44,What is the name of the Syrian national bird?,no_rag
45,"How do you say ""good morning"" in Syrian Arabic?",no_rag
46,Can you tell me about Syrian art?,no_rag
47,What is the name of the Syrian national sport?,no_rag
48,How do Syrians celebrate Christmas?,no_rag
49,Can you describe the Syrian sense of humor?,no_rag
